개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부,,,,,정보
3040000,3040000-205-1988-01608,19881223,,03,폐업,02,폐업,19980501,,,,02 4658633,.00,143846,서울특별시 광진구 자양동 205-7번지 ,,,무궁화사,2002-05-01 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,,,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01615,19880112,,03,폐업,02,폐업,20041204,,,,02 4632427,17.98,143843,서울특별시 광진구 자양동 48-38번지 ,,,중앙세탁소,2003-06-12 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205876.812846863    ,448014.731898392    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01618,19880106,,03,폐업,02,폐업,19980214,,,,02 4643236,.00,143843,서울특별시 광진구 자양동 49-74번지 ,,,영림사,2002-05-01 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,,,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01624,19880106,,03,폐업,02,폐업,20131231,,,,02 4663807,25.30,143903,서울특별시 광진구 중곡동 233-67번지 ,서울특별시 광진구 동일로70길 35 (중곡동),04912,드림크리닝,2012-11-26 10:49:00,I,2018-08-31 23:59:59.0,일반세탁업,206886.145885498    ,451344.143801471    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01633,19880204,,03,폐업,02,폐업,20161123,,,,02 4668222,27.55,143904,서울특별시 광진구 중곡동 246-53번지 ,서울특별시 광진구 긴고랑로6길 27 (중곡동),,백조사,2010-01-11 21:37:01,I,2018-08-31 23:59:59.0,일반세탁업,206812.268456291    ,451124.741693691    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01634,19881223,,03,폐업,02,폐업,20090923,,,,02 4667650,28.80,143904,서울특별시 광진구 중곡동 244-27번지 ,,,신영사,2003-03-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206969.808272678    ,451057.303813951    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01636,19880216,,03,폐업,02,폐업,20161103,,,,02 4522624,34.00,143887,서울특별시 광진구 중곡동 62-7번지 ,서울특별시 광진구 용마산로8길 22 (중곡동),04944,백옥사,2010-01-12 09:53:49,I,2018-08-31 23:59:59.0,일반세탁업,207790.17898687     ,450812.716905707    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01639,19880112,,03,폐업,02,폐업,20200907,,,,02 4478267,15.17,143891,서울특별시 광진구 중곡동 139-3 ,서울특별시 광진구 용마산로3길 93 (중곡동),04930,대성사,2020-09-07 14:06:34,U,2020-09-09 02:40:00.0,일반세탁업,207271.079259412    ,450539.559850354    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01640,19880106,,03,폐업,02,폐업,20180130,,,,02 4462871,15.50,143886,서울특별시 광진구 중곡동 55-4번지 ,서울특별시 광진구 긴고랑로30길 10 (중곡동),04922,무궁화사,2018-01-30 11:43:28,I,2018-08-31 23:59:59.0,일반세탁업,207593.483182102    ,450784.701996204    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01642,19880421,,03,폐업,02,폐업,20090320,,,,02 4521674,37.80,143889,서울특별시 광진구 중곡동 115-6번지 ,,,공원사,2002-05-01 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207868.836448757    ,450116.499126099    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01648,19880702,,03,폐업,02,폐업,20030226,,,,02 4456882,10.80,143888,서울특별시 광진구 중곡동 88-37번지 ,,,VIP,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207974.69015107     ,450494.558537572    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01652,19880525,,01,영업/정상,01,영업,,,,,02 4479287,33.55,143889,서울특별시 광진구 중곡동 109-6 ,서울특별시 광진구 천호대로129길 77 (중곡동),04951,가정사,2020-11-05 15:48:01,U,2020-11-07 02:40:00.0,일반세탁업,208139.696143159    ,450274.809427627    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01653,19880204,,03,폐업,02,폐업,20030811,,,,02 4462180,13.80,143890,서울특별시 광진구 중곡동 123-41번지 ,,,원사,2002-05-03 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207658.520884799    ,450453.242788466    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01660,19880106,,03,폐업,02,폐업,19970818,,,,02 4660293,.00,143912,서울특별시 광진구 중곡동 649-1번지 ,,,햇님사,2002-05-03 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206878.002631739    ,450661.605468626    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01664,19880106,,03,폐업,02,폐업,20120116,,,,02 4442398,16.34,143847,서울특별시 광진구 능동 224-29번지 ,서울특별시 광진구 천호대로112길 36 (능동),04985,시대사,2012-01-16 13:20:36,I,2018-08-31 23:59:59.0,일반세탁업,207064.405518592    ,450277.383982581    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01666,19880204,,03,폐업,02,폐업,20131220,,,,02 4532539,15.50,143847,서울특별시 광진구 능동 221-5번지 ,서울특별시 광진구 능동로32길 5 (능동),04985,현대사,2008-01-23 10:24:06,I,2018-08-31 23:59:59.0,일반세탁업,206918.176510278    ,450342.757070485    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01667,19880816,,01,영업/정상,01,영업,,,,,,20.00,143847,서울특별시 광진구 능동 260-3 ,서울특별시 광진구 능동로32길 31, 1층 (능동),04985,미형사,2020-11-05 13:33:23,U,2020-11-07 02:40:00.0,일반세탁업,207029.290691767    ,450288.72620024     ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01668,19880127,,03,폐업,02,폐업,19990202,,,,02 4469016,.00,143847,서울특별시 광진구 능동 222-5번지 ,,,대영사,2002-05-03 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207115.883872918    ,450394.186941515    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01673,19880112,,03,폐업,02,폐업,20140114,,,,02 4542494,20.85,143865,서울특별시 광진구 자양동 605-30번지 ,서울특별시 광진구 자양번영로4길 63 (자양동),05099,미미세탁소,2012-02-08 18:16:30,I,2018-08-31 23:59:59.0,일반세탁업,206907.850814228    ,447640.601132788    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01674,19880421,,01,영업/정상,01,영업,,,,,02 4442867,26.52,143873,서울특별시 광진구 자양동 678-6번지 101호,서울특별시 광진구 뚝섬로58길 23, 101호 (자양동),05103,신백양사,2018-08-16 15:11:29,U,2018-12-06 02:40:00.0,일반세탁업,207428.999250506    ,447627.764185683    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01676,19880112,,03,폐업,02,폐업,20120315,,,,02 4521921,20.00,143872,서울특별시 광진구 자양동 650-5번지 ,,,제일사,2003-03-06 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207219.04162881     ,447522.915421814    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01685,19880216,,03,폐업,02,폐업,20030226,,,,02 4622193,40.00,143914,서울특별시 광진구 화양동 9-51번지 ,,,삼성사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206053.201528674    ,448937.346999373    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01688,19880421,,03,폐업,02,폐업,20131227,,,,02 4647610,16.50,143915,서울특별시 광진구 화양동 16-18번지 ,서울특별시 광진구 동일로28길 54 (화양동),05012,정원사,2005-11-04 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206072.385770034    ,449298.897902533    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01689,19980302,,03,폐업,02,폐업,20170704,,,,02 4644326,23.00,143916,서울특별시 광진구 화양동 19-7번지 ,서울특별시 광진구 동일로30길 32 (화양동),05008,용궁사,2017-07-04 14:18:05,I,2018-08-31 23:59:59.0,일반세탁업,206032.830348206    ,449470.093595168    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01690,19880216,,03,폐업,02,폐업,20060124,,,,02 4652447,19.60,143916,서울특별시 광진구 화양동 19-27번지 ,,,일월사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206009.287883166    ,449345.124037007    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01693,19880204,,03,폐업,02,폐업,20191111,,,,02 4444830,11.90,143926,서울특별시 광진구 화양동 499-47번지 ,서울특별시 광진구 광나루로20길 13-8 (화양동),05021,금강사,2019-11-11 15:36:05,U,2019-11-13 02:40:00.0,일반세탁업,206555.199091153    ,449335.374420511    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01702,1988-04-21,,03,폐업,02,폐업,2023-02-13,,,,02 4670036,14.00,143-839,서울특별시 광진구 군자동 159-4,서울특별시 광진구 동일로56길 28 (군자동),04999,중앙사,2023-02-13 11:41:58,U,2022-12-01 23:05:00.0,일반세탁업,206423.200638794,450389.007694238,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01703,19880421,,03,폐업,02,폐업,20160302,,,,02 4679561,14.25,143838,서울특별시 광진구 군자동 184-17번지 ,서울특별시 광진구 동일로56길 10 (군자동),05000,제일사,2003-03-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206344.20099156     ,450420.158371113    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01708,19880816,,03,폐업,02,폐업,20080403,,,,02 4677184,20.00,143839,서울특별시 광진구 군자동 149-11번지 ,,,장미,2003-06-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206459.174735571    ,450140.888102537    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01709,19880909,,01,영업/정상,01,영업,,,,,02 4663379,15.68,143839,서울특별시 광진구 군자동 102-8번지 ,서울특별시 광진구 군자로 105 (군자동),05001,여광사,2008-05-29 14:24:22,I,2018-08-31 23:59:59.0,일반세탁업,206248.624336518    ,450029.01480655     ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01710,19880216,,03,폐업,02,폐업,20020527,,,,02 4686935,12.40,143840,서울특별시 광진구 군자동 349-0번지 ,,,백운사,2002-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206088.873481917    ,449907.332698362    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01711,19881212,,03,폐업,02,폐업,20171213,,,,02  467 3352,10.24,143900,서울특별시 광진구 중곡동 696-4번지 ,서울특별시 광진구 동일로76길 17 (중곡동),04905,성원사,2017-12-13 10:40:11,I,2018-08-31 23:59:59.0,일반세탁업,206967.640314597    ,451727.567159757    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01713,19880106,,01,영업/정상,01,영업,,,,,02 4463217,22.33,143907,서울특별시 광진구 중곡동 297-16 ,서울특별시 광진구 용마산로28가길 1 (중곡동),04938,한영사,2020-11-05 15:48:27,U,2020-11-07 02:40:00.0,일반세탁업,207605.20690855     ,451742.208612896    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01716,19880204,,03,폐업,02,폐업,20040803,,,,02 4926994,12.80,143909,서울특별시 광진구 중곡동 570-6번지 ,,,용문사,2003-03-11 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207186.918069045    ,452040.483594359    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01749,19880909,,01,영업/정상,01,영업,,,,,02 4987233,.00,143837,서울특별시 광진구 군자동 49-1번지 ,서울특별시 광진구 면목로 26 (군자동),04996,백조세탁소,2019-02-25 10:05:07,U,2019-02-27 02:40:00.0,일반세탁업,206664.850963979    ,450464.599812858    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01754,19881021,,01,영업/정상,01,영업,,,,,02 4467753,.00,143862,서울특별시 광진구 자양동 553-36 ,서울특별시 광진구 뚝섬로36길 15 (자양동),05091,대신사,2020-11-05 13:56:06,U,2020-11-07 02:40:00.0,일반세탁업,206246.31058406     ,447945.167096399    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01756,19880525,,01,영업/정상,01,영업,,,,,02 4539819,.00,143872,서울특별시 광진구 자양동 651-0 ,서울특별시 광진구 뚝섬로54길 13 (자양동),05101,양지사,2020-11-05 14:44:17,U,2020-11-07 02:40:00.0,일반세탁업,207069.656504992    ,447634.428803651    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01759,19880204,,03,폐업,02,폐업,20160414,,,,02 4536705,25.00,143190,서울특별시 광진구 자양동 802-3번지 ,서울특별시 광진구 아차산로40길 36 (자양동),05053,백옥사,2015-06-11 14:31:16,I,2018-08-31 23:59:59.0,일반세탁업,206820.819758579    ,448203.215907431    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01768,19880112,,03,폐업,02,폐업,19980304,,,,02 4452734,.00,143873,서울특별시 광진구 자양동 664-26번지 ,,,성동사,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207415.993479084    ,447606.73161472     ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01778,19880106,,03,폐업,02,폐업,20030226,,,,02 4675102,.00,143900,서울특별시 광진구 중곡동 174-148번지 ,,,우일사,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,,,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01779,19880204,,01,영업/정상,01,영업,,,,,02 4676907,.00,143900,서울특별시 광진구 중곡동 220-19 ,서울특별시 광진구 긴고랑로9길 56 (중곡동),04908,보령사,2020-11-05 15:44:50,U,2020-11-07 02:40:00.0,일반세탁업,207183.977501707    ,451504.504972399    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01788,19880421,,03,폐업,02,폐업,20020527,,,,02 4624037,.00,143914,서울특별시 광진구 화양동 12-33번지 ,,,써니세탁,2002-07-16 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206178.963247551    ,449009.098589548    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01789,19880421,,03,폐업,02,폐업,20030226,,,,02 4655939,.00,143916,서울특별시 광진구 화양동 20-25번지 ,,,자유세탁,2003-03-05 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205905.74839177     ,449388.004193115    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01811,19880421,,01,영업/정상,01,영업,,,,,02 4472148,.00,143858,서울특별시 광진구 자양동 495-23 ,서울특별시 광진구 뚝섬로36가길 32 (자양동),05094,근화세탁소,2020-11-05 13:56:45,U,2020-11-07 02:40:00.0,일반세탁업,206292.322608452    ,447684.475773923    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01812,19880112,,03,폐업,02,폐업,20200511,,,,02 4656372,33.00,143917,서울특별시 광진구 화양동 46-1번지 ,서울특별시 광진구 동일로24길 50 (화양동),05019,화양사,2020-05-11 11:54:44,U,2020-05-13 02:40:00.0,일반세탁업,205920.688857518    ,448994.519834193    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01813,19880106,,03,폐업,02,폐업,19990706,,,,0211111111,.00,143862,서울특별시 광진구 자양동 553-23번지 ,,,형제사,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205925.303562388    ,448097.529772366    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1988-01814,19880216,,03,폐업,02,폐업,19880216,,,,0211111111,.00,143887,서울특별시 광진구 중곡동 73-111번지 ,,,대한사,2002-07-31 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,208293.978450093    ,450678.831508474    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01529,19891212,,01,영업/정상,01,영업,,,,,02 4443346,29.31,143962,서울특별시 광진구 구의동 231-50 ,서울특별시 광진구 구의로11길 20 (구의동),05032,대중사,2020-11-05 15:17:50,U,2020-11-07 02:40:00.0,일반세탁업,207817.316641254    ,449047.098897724    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01541,19890316,,03,폐업,02,폐업,20201221,,,,02 4526846,.00,143818,서울특별시 광진구 구의동 64-1 ,서울특별시 광진구 천호대로134길 31 (구의동),04975,백조사,2020-12-21 10:48:02,U,2020-12-23 02:40:00.0,일반세탁업,207862.203198946    ,449532.463930388    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01551,19890728,,03,폐업,02,폐업,19960726,,,,02 4468002,125.50,143821,서울특별시 광진구 구의동 207-1번지 ,,,알프스,2002-04-29 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,208103.815230781    ,448879.770603802    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01591,19890407,,01,영업/정상,01,영업,,,,,02 4522502,49.50,143875,서울특별시 광진구 자양동 682-12 (1층) ,서울특별시 광진구 자양로6길 25 (자양동,(1층)),05112,백왕사,2020-08-31 11:26:41,U,2020-09-02 02:40:00.0,일반세탁업,207637.730780938    ,447810.99134687     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01601,19890119,,03,폐업,02,폐업,20180329,,,,02 4636022,20.50,143842,서울특별시 광진구 자양동 246-150번지 ,서울특별시 광진구 동일로6길 44 (자양동),05080,영진사,2018-03-29 10:32:47,I,2018-08-31 23:59:59.0,일반세탁업,205533.605933544    ,448317.954560968    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01606,19891023,,03,폐업,02,폐업,20020527,,,,02 4646488,13.02,143842,서울특별시 광진구 자양동 247-1번지 ,,,대흥사,2002-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,205475.031292954    ,448493.604591686    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01632,19890119,,01,영업/정상,01,영업,,,,,02 4646725,12.48,143904,서울특별시 광진구 중곡동 247-5 ,서울특별시 광진구 긴고랑로 16-1 (중곡동),04913,한양사,2020-11-05 14:13:49,U,2020-11-07 02:40:00.0,일반세탁업,206833.643952395    ,451255.13765425     ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01662,19890119,,03,폐업,02,폐업,20030811,,,,02 4994760,17.86,143838,서울특별시 광진구 군자동 474-1번지 ,,,광명사,2002-05-03 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206778.442985008    ,450528.374967074    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01670,19890119,,03,폐업,02,폐업,20071128,,,,02 4537079,21.25,143873,서울특별시 광진구 자양동 666-28번지 ,,,백조사,2004-12-14 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207348.775564069    ,447473.715631334    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01672,19890404,,03,폐업,02,폐업,20030811,,,,02 4579913,24.31,143865,서울특별시 광진구 자양동 604-2번지 ,,,한일사,2002-05-03 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,206812.549828473    ,447724.770268698    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01675,19890119,,01,영업/정상,01,영업,,,,,02 4475912,18.45,143873,서울특별시 광진구 자양동 664-5 ,서울특별시 광진구 자양로3길 34 (자양동),05102,일광세탁소,2020-11-05 14:45:16,U,2020-11-07 02:40:00.0,일반세탁업,207396.524692353    ,447564.115309104    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01684,19890905,,03,폐업,02,폐업,20160906,,,,02 4640523,26.40,143917,서울특별시 광진구 화양동 36-1번지 ,서울특별시 광진구 아차산로25길 77 (화양동),05015,현대,2015-01-26 14:55:18,I,2018-08-31 23:59:59.0,일반세탁업,205950.956287341    ,449169.592733969    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01718,19890119,,03,폐업,02,폐업,20190906,,,,02 4668239,21.25,143901,서울특별시 광진구 중곡동 189-13번지 ,서울특별시 광진구 동일로76길 46 (중곡동),04906,백양사,2019-09-06 16:12:38,U,2019-09-08 02:40:00.0,일반세탁업,207098.526163433    ,451731.343015195    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01720,19891212,,03,폐업,02,폐업,20171129,,,,02 4682920,.00,143900,서울특별시 광진구 중곡동 689-8번지 ,서울특별시 광진구 동일로78길 40 (중곡동),04905,백경사,2017-11-29 10:56:26,I,2018-08-31 23:59:59.0,일반세탁업,207138.880655569    ,451834.590349662    ,일반세탁업,0,0,0,0,0,0,0,0,0,N,0,,,,,0,,,0,0,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01742,19890519,,03,폐업,02,폐업,19980501,,,,02 4622093,.00,143817,서울특별시 광진구 구의동 33-8번지 ,,,보령세탁,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,208328.672346815    ,450019.189148155    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01751,19891125,,03,폐업,02,폐업,19970703,,,,02 4468167,.00,143866,서울특별시 광진구 자양동 623-0번지 ,,,아름세탁소,2001-11-29 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207120.91028617     ,448036.555059214    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01753,19890119,,03,폐업,02,폐업,20110706,,,,02 4464571,.00,143863,서울특별시 광진구 자양동 580-2번지 ,,,자양세탁,2010-01-12 13:02:42,I,2018-08-31 23:59:59.0,일반세탁업,206585.309076367    ,447961.717248593    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01769,19890216,,03,폐업,02,폐업,19991024,,,,,.00,143875,서울특별시 광진구 자양동 690-29번지 ,,,성수사,2002-08-01 00:00:00,I,2018-08-31 23:59:59.0,일반세탁업,207667.509111499    ,447632.154528615    ,일반세탁업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
3040000,3040000-205-1989-01780,19891222,,01,영업/정상,01,영업,,,,,02 4440392,.00,143885,서울특별시 광진구 중곡동 35-47 ,서울특별시 광진구 능동로48가길 35 (중곡동),04935,백미사,2020-11-05 15:39:28,U,2020-11-07 02:40:00.0,일반세탁업,207512.275003547    ,451223.492926712    ,일반세탁업,,,,,,,,,,N,,,,,,,,,,,N,,,,,서울시광진구세탁업인허가정보.csv
