개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,,,,,,,,,,,,,,,,,,,,,,정보
3040000,PHMA119953040033041100002,19950421,,01,영업/정상,13,영업중,,,,,454-7780,,143814,서울특별시 광진구 광장동 470번지 3호 진넥스오딧세이 302호,서울특별시 광진구 아차산로 502 (광장동,진넥스오딧세이 302호),,권소아과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,208526.97532855,448791.8824094,의원,1,0,0,109.2,111 101,내과, 소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119953040033041100003,19950502,,01,영업/정상,13,영업중,,,,,455-6025,,143888,서울특별시 광진구 중곡동 79번지 9호,서울특별시 광진구 용마산로 46, 2층 (중곡동),04949,엄민숙 소아청소년과의원,2019-07-15 16:13:09,U,2019-07-17 02:40:00.0,의원,207728.881211899,450600.779786883,의원,3,0,0,43.6,111 101,내과, 소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119953040033041100004,19950626,,03,폐업,03,폐업,20191010,20190910,20191210,,2201-2825,,143872,서울특별시 광진구 자양2동 646번지 20호 근정빌딩,서울특별시 광진구 뚝섬로56길 46, 3층 (자양동),05101,그린치과의원,2021-06-22 16:37:11,U,2021-06-24 02:40:00.0,치과의원,207232.906044297,447446.899023804,치과의원,1,0,0,0,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119953040033041100005,1995-06-26,,01,영업/정상,13,영업중,,,,,02-2201-5111,,143-861,서울특별시 광진구 자양동 507번지 6호 이튼타워2차 203호,서울특별시 광진구 능동로 50, 2층 203호 (자양동, 이튼타워2차),05070,김종훈치과의원,2023-08-30 11:24:35,U,2022-12-09 00:01:00.0,치과의원,206043.358791333,448141.665395069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119953040033041100006,19950907,,03,폐업,03,폐업,20081027,,,,466-7349,,143220,서울특별시 광진구 중곡3동 173-29,,,오현승한의원,2009-03-06 10:45:32,I,2018-08-31 23:59:59.0,한의원,,,한의원,1,0,0,76.5,301,한방내과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119953040033041100007,1995-09-26,,01,영업/정상,13,영업중,,,,,463-7575,,143-917,서울특별시 광진구 화양동 48번지 14호 삼영빌딩 4층,서울특별시 광진구 아차산로 219, 4층 (화양동),05019,건대기억치과의원,2023-09-29 02:13:14,U,2022-10-31 00:01:00.0,치과의원,205934.093803681,448768.010754638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119953040033041100008,19951025,,03,폐업,03,폐업,20210227,,,,458-4496,,143822,서울특별시 광진구 구의동 220번지 218호 2층,서울특별시 광진구 구의로 10-1, 2층 (구의동),05045,밝은미소 이치과의원,2021-03-01 18:03:32,U,2021-03-03 02:40:00.0,치과의원,207837.750606919,448526.827417341,치과의원,2,0,0,115,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119953040033041100009,19951109,,01,영업/정상,13,영업중,,,,,466-0202,,,서울특별시 광진구 자양동 1번지 2호 (3층),서울특별시 광진구 능동로 95, 3층 (자양동),05073,곽승일성형외과의원,2018-06-29 00:13:12,I,2018-08-31 23:59:59.0,의원,206130.5819396,448587.832476005,의원,1,0,0,60.42,108,성형외과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100001,1996-02-01,,01,영업/정상,13,영업중,,,,,454-5080,,143-852,서울특별시 광진구 자양동 218번지 1호,서울특별시 광진구 자양로15길 18 (자양동),05055,김신응내과의원,2023-04-07 03:13:13,U,2022-12-04 00:09:00.0,의원,207243.889175127,448198.035275529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100002,19960208,,01,영업/정상,13,영업중,,,,,455-2859,,143862,서울특별시 광진구 자양동 553번지 502호 2층,서울특별시 광진구 뚝섬로 558, 2층 (자양동),05091,가족애내과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,206278.8816321,447982.862179678,의원,1,0,0,167.9,101 111,내과, 소아청소년과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100003,19960325,,01,영업/정상,13,영업중,,,,,456-0745,,143821,서울특별시 광진구 구의동 199번지 1호 2층,서울특별시 광진구 광나루로 614, 2층 (구의동),05117,정피부과의원,2021-04-22 22:13:12,U,2021-04-24 02:40:00.0,의원,208400.766105381,448730.872416215,의원,1,0,0,55.3,114 115 104 101,내과, 외과, 피부과, 비뇨의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100004,19960502,,03,폐업,03,폐업,20171128,,,,444-0213,,143962,서울특별시 광진구 구의동 229번지 9호,서울특별시 광진구 광나루로 540 (구의동),05032,김은숙 치과의원,2017-11-28 15:26:25,I,2018-08-31 23:59:59.0,치과의원,207842.975212627,449158.343479808,치과의원,1,0,0,46.75,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100005,19960603,,03,폐업,03,폐업,20121123,,,,468-2836,,143903,서울특별시 광진구 중곡1동 230번지 11호 광남캐스빌 202호,서울특별시 광진구 면목로 120, 202호 (중곡동, 광남캐스빌),143903,동성한의원,2012-11-23 18:06:37,I,2018-08-31 23:59:59.0,한의원,207045.096874437,451318.218448673,한의원,2,0,0,68.73,301 302 303 304 305 306 307 308,한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과,,,,0,0,,,0,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100006,19960723,,01,영업/정상,13,영업중,,,,,024525663,,143866,자양동 218번지 1호 혜성빌딩 3층,서울특별시 광진구 자양로15길 18, 3층 (자양동, 혜성빌딩),05055,하나치과의원,2022-09-09 04:13:12,U,2021-12-08 23:01:00.0,치과의원,207243.889175127,448198.035275529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100007,19960906,,01,영업/정상,13,영업중,,,,,456-4145,,143823,서울특별시 광진구 구의동 221번지 6호 2층,서울특별시 광진구 구의로 9, 2층 (구의동),05041,세브란스치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,207806.060949604,448524.79576304,치과의원,1,0,0,72.4,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100008,1996-11-12,,01,영업/정상,13,영업중,,,,,024557217,,143-821,서울특별시 광진구 구의동 200번지 2호 2층,서울특별시 광진구 광나루로 608, 2층 (구의동),05034,다남한의원,2023-09-06 17:36:24,U,2022-12-09 00:09:00.0,한의원,208353.081759541,448772.087767012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100009,19961113,,01,영업/정상,13,영업중,,,,,02-467-2323,,143885,서울특별시 광진구 중곡2동 31번지 10호 (2,3,4층),서울특별시 광진구 능동로 380 (중곡동,(2,3,4층)),,조광신경정신과의원,2021-07-13 16:28:13,U,2021-07-15 02:40:00.0,의원,207262.180357667,451204.059135038,의원,3,9,29,249.68,102 103,신경과, 정신건강의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119963040033041100010,1996-12-05,,01,영업/정상,13,영업중,,,,,024568197,,143-832,서울특별시 광진구 구의동 611번지,서울특별시 광진구 광나루로56길 34 (구의동),05118,길내과의원,2023-09-01 03:13:12,U,2022-12-09 00:03:00.0,의원,208403.746065593,448490.239179557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100001,19970107,,01,영업/정상,13,영업중,,,,,3437-3335,,,서울특별시 광진구 자양동 219-2 도광빌딩,서울특별시 광진구 자양로 95, 도광빌딩 3층 (자양동),05055,미가치과의원,2021-07-21 13:53:11,U,2021-07-23 02:40:00.0,치과의원,207281.948699606,448219.671396301,치과의원,1,0,0,70,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100002,19970324,,03,폐업,03,폐업,20130826,,,,3436-9119,,143220,서울특별시 광진구 중곡4동 83-16 2층,,,최창수가정의원,2013-08-26 11:37:57,I,2018-08-31 23:59:59.0,의원,,,의원,1,0,0,78.25,122 101 111 113,내과, 소아청소년과, 이비인후과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100003,19970331,,01,영업/정상,13,영업중,,,,,3437-2875,,143761,서울특별시 광진구 구의동 631번지 1호 현대프라임프라자 3층 303호,서울특별시 광진구 광나루로56길 63, 303호 (구의동),05119,길치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,208558.286631653,448353.905156369,치과의원,1,0,0,69.16,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100004,19970509,,01,영업/정상,13,영업중,,,,,024580021,,143761,서울특별시 광진구 구의동 631번지 1호 현대프라임프라자 3층,서울특별시 광진구 광나루로56길 63, 3층 (구의동, 현대프라임프라자),05119,세명한의원,2021-09-03 01:14:06,U,2021-09-05 02:40:00.0,한의원,208558.286631653,448353.905156369,한의원,1,0,0,65.28,301 302 303 304 307 308 305 306,한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과,,,,0,0,,,0,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100005,19970712,,01,영업/정상,13,영업중,,,,,3437-0111,,143832,서울특별시 광진구 구의동 611번지 구의동현대2단지강변상가,서울특별시 광진구 광나루로56길 66, 3층 (구의동, 구의동현대2단지강변상가),05118,사랑가득한치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,208403.746065593,448490.239179557,치과의원,2,0,0,176.7,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100006,19970712,,03,폐업,03,폐업,20130429,,,,2201-0265,,143200,서울특별시 광진구 구의1동 222-2,,,연세한대한의원,2013-04-29 14:38:56,I,2018-08-31 23:59:59.0,한의원,,,한의원,1,0,0,74.44,301,한방내과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100007,19970716,,01,영업/정상,13,영업중,,,,,454-0064,,143862,서울특별시 광진구 자양동 553번지 502호,서울특별시 광진구 뚝섬로 558 (자양동),05091,고영임안과의원,2018-11-06 17:01:04,U,2018-11-08 02:35:47.0,의원,206278.8816321,447982.862179678,의원,1,0,0,83.49,112,안과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100008,19971008,,01,영업/정상,13,영업중,,,,,455-2264,,143826,서울특별시 광진구 구의동 252번지 14호,서울특별시 광진구 자양로 126 (구의동),05043,한마음의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,207325.576921423,448526.049057258,의원,1,0,0,83.62,104 110 103 113 112 101 111 114 102,내과, 신경과, 정신건강의학과, 외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과,,,,0,0,,,0,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100009,19971020,,01,영업/정상,13,영업중,,,,,446-4076,,,서울특별시 광진구 자양동 779번지 11호 구의 현대 하이엘,서울특별시 광진구 자양로 113, 4층 403호 (자양동, 구의 현대 하이엘),05026,이문원비뇨기과의원,2019-03-28 17:23:18,U,2019-03-30 02:40:00.0,의원,207264.3763742,448406.97575752,의원,1,0,0,113,114 115,피부과, 비뇨의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100010,1997-10-21,,01,영업/정상,13,영업중,,,,,02-499-0080,,,,서울특별시 광진구 능동로 390-1, 1, 2층 (중곡동),04934,대한보구한의원,2023-09-07 22:43:13,U,2022-12-09 00:09:00.0,한의원,207309.718546302,451300.597880986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119973040033041100011,1997-12-30,,01,영업/정상,13,영업중,,,,,024581070,,143-220,서울특별시 광진구 중곡2동 56-2,서울특별시 광진구 용마산로 67 (중곡동),04936,현대정형외과의원,2023-09-01 03:43:12,U,2022-12-09 00:03:00.0,의원,207647.818555764,450839.199715412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100001,19980105,,03,폐업,03,폐업,20150105,,,,467-2812,,143843,서울특별시 광진구 자양동 41번지 10호 3층,서울특별시 광진구 뚝섬로23길 17, 3층 (자양동),143843,현대중앙의원,2015-04-13 08:57:36,I,2018-08-31 23:59:59.0,의원,205601.232242589,448328.249606816,의원,1,0,0,83.6,101 111 114 113 116 122,내과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100002,19980223,,01,영업/정상,13,영업중,,,,,461-0711,,143862,서울특별시 광진구 자양동 553번지 324호,서울특별시 광진구 뚝섬로 497 (자양동),05077,박남미이비인후과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,205737.208346831,448216.864894506,의원,1,0,0,81.6,113,이비인후과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100003,19980306,,01,영업/정상,13,영업중,,,,,461-1212,,,서울특별시 광진구 화양동 481번지 1호 2,3층,서울특별시 광진구 광나루로 436, 2,3층 (화양동),05022,화양영상의학과의원,2018-07-05 17:28:08,I,2018-08-31 23:59:59.0,의원,206799.232290621,449257.591473172,의원,2,0,0,146.3,116,영상의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100004,19980317,,01,영업/정상,13,영업중,,,,,3437-2077,,143761,서울특별시 광진구 구의동 631번지 1호 프라임상가 308,309호,서울특별시 광진구 광나루로56길 63, 308,309호 (구의동, 프라임상가),05119,오라클피부과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,208558.286631653,448353.905156369,의원,2,0,0,200.7,114 115,피부과, 비뇨의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100005,19980331,,01,영업/정상,13,영업중,,,,,454-5223,,143210,서울특별시 광진구 광장동 337번지 1호 ,2, 12,서울특별시 광진구 아차산로 621 (광장동,,2, 12),,연세훼미리의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,의원,209405.843683882,449586.671703526,의원,1,0,0,85.73,101 111 114 105 122,내과, 정형외과, 소아청소년과, 피부과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100006,19980407,,01,영업/정상,13,영업중,,,,,454-3576,,143890,서울특별시 광진구 중곡동 117번지 4호 1.2.3층,서울특별시 광진구 용마산로 23, 1.2.3층 (중곡동),04931,큰열매여성의원,2021-09-17 07:43:15,U,2021-09-19 02:40:00.0,의원,207701.665378357,450389.222854715,의원,2,1,1,649.74,110 101 114 111 122 113 108 109,내과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100007,19980410,,01,영업/정상,13,영업중,,,,,446-3480,,143889,서울특별시 광진구 중곡동 115번지 12호 4층,서울특별시 광진구 천호대로 653, 4층 (중곡동),04953,한솔마취통증의학과의원,2020-03-13 01:43:12,U,2020-03-15 02:40:00.0,의원,207850.438647442,450066.522171427,의원,2,0,0,196.48,109 102 120,신경과, 마취통증의학과, 재활의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100008,19980516,,01,영업/정상,13,영업중,,,,,456-5030,,,서울특별시 광진구 중곡동 80번지 11호 2층 201호,서울특별시 광진구 용마산로 40, 2층 201호 (중곡동),04949,거북이한의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,한의원,207732.811163712,450547.442126756,한의원,1,0,0,101.7,308 307 306 305 304 303 302 301,한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과,,,,0,0,,,0,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100009,19980530,,03,폐업,03,폐업,20170104,,,,3436-1117,,143812,서울특별시 광진구 광장동 425번지 2호,서울특별시 광진구 아차산로 511 (광장동),04984,수가정의학과의원,2017-01-04 13:38:26,I,2018-08-31 23:59:59.0,의원,208604.847723243,448881.571583897,의원,2,0,0,167.12,122 101 111 113 115 104 105 112 114 110,내과, 외과, 정형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100010,19980703,,01,영업/정상,13,영업중,,,,,453-7575,,143821,서울특별시 광진구 구의동 199번지 6호,서울특별시 광진구 아차산로 484 (구의동),05117,정경원산부인과의원,2020-09-10 09:52:27,U,2020-09-12 02:40:00.0,의원,208385.614875431,448722.952514146,의원,1,0,0,103.9,110,산부인과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100011,19980820,,01,영업/정상,13,영업중,,,,,2201-5757,,143852,서울특별시 광진구 자양동 219번지 2호 6층,서울특별시 광진구 자양로 95 (자양동),05055,구의연세정신건강의학과의원,2022-06-10 00:43:12,U,2021-12-05 23:02:00.0,의원,207281.948699606,448219.671396301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100012,19980825,,03,폐업,03,폐업,20090302,,,,3437-1216,,143200,서울특별시 광진구 구의2동 57-55,,,서울가정의원,2009-03-02 13:32:10,I,2018-08-31 23:59:59.0,의원,,,의원,1,0,0,120.61,122 101 111 113 114 115 104,내과, 외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100013,19980831,,01,영업/정상,13,영업중,,,,,02-458-7272,,,,서울특별시 광진구 자양로 93, 2,3층 (자양동),05056,제일경희한의원,2022-12-02 16:09:22,U,2021-11-02 00:04:00.0,한의원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119983040033041100014,19981126,,01,영업/정상,13,영업중,,,,,024520400,,143814,서울특별시 광진구 광장동 463번지 3호 진넥스크리닉센터 3층,서울특별시 광진구 아차산로 532, 3층 (광장동, 진넥스크리닉센터),04974,서울경희한의원,2020-11-18 11:30:01,U,2020-12-03 02:40:00.0,한의원,208808.837959863,448909.278896127,한의원,1,0,0,134.39,301,한방내과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100001,19990104,,03,폐업,03,폐업,20191201,,,,024465350,,143890,서울특별시 광진구 중곡동 124번지 5호 2층,서울특별시 광진구 용마산로7길 3, 2층 (중곡동),04923,미림산부인과의원,2019-12-05 15:24:58,U,2019-12-07 02:40:00.0,의원,207649.654122557,450736.705918124,의원,1,0,0,141.9,110,산부인과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100002,19990112,,03,폐업,03,폐업,20210228,,,,454-2228,,143810,서울특별시 광진구 광장동 339번지 1호 가람빌딩 1층,서울특별시 광진구 아차산로 628 (광장동, 가람빌딩 1층),04969,아이비부부치과의원,2021-02-18 15:11:28,U,2021-02-20 02:40:00.0,치과의원,209460.824569837,449593.020778896,치과의원,1,0,0,107.64,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100003,19990201,,01,영업/정상,13,영업중,,,,,446-9900,,143866,자양동 616번지 30호 1층,서울특별시 광진구 뚝섬로 625-3, 1층 (자양동),05063,배건태한의원,2017-11-28 15:29:31,I,2018-08-31 23:59:59.0,한의원,206936.292192879,447782.843615459,한의원,1,0,0,91.95,301 302 303 304 305 306 307 308,한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과,,,,0,0,,,0,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100004,19990212,,03,폐업,03,폐업,20090223,,,,444-4306,,143200,서울특별시 광진구 구의3동 631-1 2층,,,장내과의원,2009-02-23 14:15:53,I,2018-08-31 23:59:59.0,의원,,,의원,1,0,0,49.7,101 111 114 115 113 118,내과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 병리과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100005,19990303,,01,영업/정상,13,영업중,,,,,466-8664,,143901,서울특별시 광진구 중곡동 175번지 27호 3층,서울특별시 광진구 면목로 173, 3층 (중곡동),04902,이치과의원,2022-09-16 03:13:14,U,2021-12-08 23:08:00.0,치과의원,207227.12326115,451819.638034393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100006,19990305,,01,영업/정상,13,영업중,,,,,0234373441,,,서울특별시 광진구 군자동 27번지 3호 성운빌딩,서울특별시 광진구 능동로 259, 성운빌딩 4층 (군자동),04998,열린마음정신건강의학과의원,2020-04-17 02:13:15,U,2020-04-21 02:40:00.0,의원,206738.5345067,450123.409253788,의원,3,0,0,162.24,102 103,신경과, 정신건강의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100007,19990310,,01,영업/정상,13,영업중,,,,,463-2875,,,서울특별시 광진구 군자동 469-22,서울특별시 광진구 면목로 37, 성환빌딩 3층 301호 (군자동),04994,동그라미치과의원,2021-11-03 11:38:20,U,2021-11-05 02:40:00.0,치과의원,206678.650243653,450573.359771289,치과의원,1,0,0,132,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100008,1999-03-25,,03,폐업,03,폐업,2015-01-26,,,,458-7211,,143-815,서울특별시 광진구 광장동 530번지 44호 (1,2,3,4층),서울특별시 광진구 광나루로 607, 1,2,3,4층 (광장동),143-815,수영정형외과의원,2023-04-10 16:25:05,U,2022-12-03 23:02:00.0,의원,208393.169331916,448844.060423878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100009,1999-04-22,,01,영업/정상,13,영업중,,,,,024662622,,143-903,서울특별시 광진구 중곡1동 231번지 8호,서울특별시 광진구 면목로 113-1 (중곡동),04911,건우내과의원,2023-08-04 05:43:13,U,2022-12-08 00:06:00.0,의원,206996.314389687,451295.860658526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100010,19990504,,01,영업/정상,13,영업중,,,,,446-2828,,143853,서울특별시 광진구 자양동 779번지 8호 현대홈시티 2층,서울특별시 광진구 자양로 109, 2층 (자양동, 현대홈시티),05026,사랑의치과의원,2019-07-19 00:13:11,U,2019-07-21 02:40:00.0,치과의원,207272.149510501,448355.730766306,치과의원,1,0,0,155.8,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100011,19990510,,01,영업/정상,13,영업중,,,,,467-3650,,,서울특별시 광진구 중곡동 172번지 54호 2층,서울특별시 광진구 능동로51길 44 (중곡동),04908,닥터스마일의원,2017-12-21 13:43:11,I,2018-08-31 23:59:59.0,의원,207158.614591872,451594.137048836,의원,1,0,0,72.87,113 101 111,내과, 소아청소년과, 이비인후과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100012,19990524,,01,영업/정상,13,영업중,,,,,453-2877,,143888,서울특별시 광진구 중곡동 89번지 1호 3층,서울특별시 광진구 영화사로 30, 3층 (중곡동),04950,중곡치과의원,2017-09-05 18:39:01,I,2018-08-31 23:59:59.0,치과의원,207903.76494207,450516.288354149,치과의원,1,0,0,83.97,401,치과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100013,19990622,,03,폐업,03,폐업,20201230,,,,452-5996,,143821,서울특별시 광진구 구의동 200번지 2호,서울특별시 광진구 광나루로 608 (구의동),05034,경이비인후과의원,2020-12-30 15:00:05,U,2021-01-01 02:40:00.0,의원,208353.081759541,448772.087767012,의원,1,0,0,95.85,113,이비인후과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100014,19990628,,03,폐업,03,폐업,20110624,,,,467-2800,,143130,서울특별시 광진구 화양동 18-5 2층,,,서울삼성의원,2011-06-24 14:27:21,I,2018-08-31 23:59:59.0,의원,,,의원,1,0,0,104.94,105 104 101 122 108,내과, 외과, 정형외과, 성형외과, 가정의학과,,,,0,0,,,0,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
3040000,PHMA119993040033041100015,19990708,,01,영업/정상,13,영업중,,,,,2201-2551,,143867,서울특별시 광진구 자양동 661번지 30호,서울특별시 광진구 뚝섬로 657 (자양동),05059,푸른꿈소아과의원,2022-10-20 23:13:14,U,2021-10-30 22:02:00.0,의원,207234.422431922,447716.245280942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구의원인허가정보.csv
