개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,,,,,정보
3040000,3040000-121-2000-00001,20000609,,01,영업/정상,01,영업,,,,,02 4445106,51.92,143200,서울특별시 광진구 구의동 546-1번지 동서울터미날1층126호 ,서울특별시 광진구 강변역로 50 (구의동,동서울터미날1층126호),05116,뚜레쥬르(동서울터미널점),2020-02-26 17:34:51,U,2020-02-28 02:40:00.0,제과점영업,208201.993320839    ,447967.299542306    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,51.92,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2000-00002,20000617,,01,영업/정상,01,영업,,,,,02 4560461,61.11,143825,서울특별시 광진구 구의동 243-6번지 거송빌딩 ,서울특별시 광진구 자양로18길 56, 거송빌딩 1층 (구의동),05044,뚜레쥬르구의1동점,2019-09-27 14:24:18,U,2019-09-29 02:40:00.0,제과점영업,207591.228141729    ,448415.485656199    ,제과점영업,0,0,주택가주변,기타,상수도전용,,,,,,,,,N,61.11,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2000-00003,20000707,,01,영업/정상,01,영업,,,,,02 4575255,76.36,143832,서울특별시 광진구 구의동 631-1 프라자상가 110호, 111호, 지하107호 ,서울특별시 광진구 광나루로56길 29 (구의동),05119,뚜레쥬르,2020-11-03 11:44:36,U,2020-11-05 02:40:00.0,제과점영업,208558.286631653    ,448353.905156369    ,제과점영업,0,0,아파트지역,기타,상수도전용,,,,,,,,,N,76.36,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2000-00004,20000711,,03,폐업,02,폐업,20070629,,,,02 4464060,,143851,서울특별시 광진구 자양동 216-9번지 ,,,파리바게트(구의역점),2003-06-30 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207444.54897561     ,448263.89528182     ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,69.12,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2000-00005,20000721,,01,영업/정상,01,영업,,,,,0222765000,73.11,143200,서울특별시 광진구 구의동 546-4번지 지하2층 롯데마트내 ,서울특별시 광진구 광나루로56길 85 (구의동,지하2층 롯데마트내),05116,베이커리팩토리 강변점,2020-06-11 16:41:47,U,2020-06-13 02:40:00.0,제과점영업,208394.416382167    ,448165.279999905    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,73.11,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2000-00006,20001006,,03,폐업,02,폐업,20090306,,,,02 4525515,,143815,서울특별시 광진구 광장동 576-0번지 현대9차아파트상가 103호,,,블랑제리,2002-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208568.939233791    ,448921.321944575    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,36.3,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2000-00007,20001124,,03,폐업,02,폐업,20060308,,,,02 4527725,,143890,서울특별시 광진구 중곡동 126-2번지 ,,,하이레베이커리,2005-01-11 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207587.346588142    ,450767.411709965    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,23.1,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2001-00001,20011220,,03,폐업,02,폐업,20080109,,,,0234372354,,143907,서울특별시 광진구 중곡동 292번지 SK(아) 상가동 105호 ,,,스쿨존피자,2007-10-04 14:09:22,I,2018-08-31 23:59:59.0,제과점영업,207571.747933081    ,451845.601747007    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,41.96,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2001-00002,20010804,,03,폐업,02,폐업,20080310,,,,02 4552040,,143825,서울특별시 광진구 구의동 243-13번지 ,,,파리바게트(강변점),2004-05-28 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207789.460351798    ,448428.754164083    ,제과점영업,,,기타,기타,상수도전용,,,,,,,,,N,33.69,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2001-00003,20010515,,03,폐업,02,폐업,20080227,,,,02 4574182,,143813,서울특별시 광진구 광장동 453-1번지 삼성APT 상가동104호 ,,,던킨도너츠광장점,2002-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208950.91165115     ,448909.276939198    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,32.68,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2001-00004,20010519,,03,폐업,02,폐업,20120625,,,,02 4976273,,143843,서울특별시 광진구 자양동 48-5번지 ,,,빵마을,2011-12-05 16:50:31,I,2018-08-31 23:59:59.0,제과점영업,205826.905537022    ,448065.910000507    ,제과점영업,0,0,기타,기타,상수도전용,,,,,,,,,N,29.96,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2002-00001,20020923,,01,영업/정상,01,영업,,,,,02 4654700,,143915,서울특별시 광진구 화양동 15-54번지 ,서울특별시 광진구 능동로13길 54 (화양동),05012,파리바게뜨 건대점,2015-08-04 16:46:24,I,2018-08-31 23:59:59.0,제과점영업,206097.819098647    ,449114.958781236    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,94.6,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2002-00002,20021023,,03,폐업,02,폐업,20141211,,,,02 4588890,,143815,서울특별시 광진구 광장동 577번지 광장현대파크빌 1016동(상가) 비104호 ,서울특별시 광진구 아차산로 549 (광장동,광장현대파크빌 1016동(상가) 비104호),04983,주재근베이커리,2002-10-23 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208902.730986087    ,449103.205201495    ,제과점영업,0,0,,,,,,,,,,,,N,34.88,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2002-00003,20020723,,03,폐업,02,폐업,20090225,,,,02 4656028,,143841,서울특별시 광진구 자양동 4-9번지 ,,,파리바게뜨,2002-07-23 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,205845.235477102    ,448487.468509742    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,36.62,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2002-00004,2002-02-19,,01,영업/정상,01,영업,,,,,02 4553878,88.42,143-847,서울특별시 광진구 능동 276-3,서울특별시 광진구 능동로 302 (능동),04985,뚜레쥬르(군자역점),2023-04-17 11:48:56,U,2022-12-03 23:09:00.0,제과점영업,206957.372516561,450482.338341964,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2002-00005,20021102,,01,영업/정상,01,영업,,,,,02 4991082,61.60,143838,서울특별시 광진구 군자동 477-19번지 ,서울특별시 광진구 능동로 297 (군자동),04997,파리바게뜨군자역점,2018-08-29 14:21:13,U,2018-12-06 02:40:00.0,제과점영업,206884.950871245    ,450471.512045167    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,61.6,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2003-00001,20030604,,03,폐업,02,폐업,20090326,,,,02 4470417,,143825,서울특별시 광진구 구의동 246-1번지 ,,,빵굼터,2003-09-15 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207565.977863486    ,448416.232512049    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,23.04,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2003-00002,20030902,,03,폐업,02,폐업,20111206,,,,0234379132,,143867,서울특별시 광진구 자양동 634-1번지 ,,,모닝베이커리,2009-12-02 21:46:30,I,2018-08-31 23:59:59.0,제과점영업,207092.811156057    ,447884.158730423    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,25.9,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2003-00003,20030516,,03,폐업,02,폐업,20201020,,,,02 4444744,39.70,143887,서울특별시 광진구 중곡동 78-2 ,서울특별시 광진구 용마산로 58 (중곡동),04945,뚜레쥬르,2020-10-20 11:03:12,U,2020-10-22 02:40:00.0,제과점영업,207710.456263661    ,450732.119089726    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,39.7,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2003-00004,20030204,,03,폐업,02,폐업,20070704,,,,02 4462990,,143818,서울특별시 광진구 구의동 57-48번지 ,,,뚜레쥬르(구의점),2004-04-16 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208025.902691632    ,449839.949641718    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,30.9,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00037,20040819,,03,폐업,02,폐업,20170419,,,,02  450 4425,,143800,서울특별시 광진구 광장동 21번지 ,서울특별시 광진구 워커힐로 177 (광장동),04963,팬추리(The Kitchen Pantry),2017-04-19 11:39:34,I,2018-08-31 23:59:59.0,제과점영업,209766.973555533    ,450385.000713887    ,제과점영업,0,0,기타,,상수도전용,,,,,,,,,N,76.32,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00038,20040220,,03,폐업,02,폐업,20130325,,,,,,143840,서울특별시 광진구 군자동 346-23번지 드림마트내 ,서울특별시 광진구 군자로 75 (군자동,드림마트내),05002,쥬떼뮤,2010-12-02 09:29:14,I,2018-08-31 23:59:59.0,제과점영업,206172.221312682    ,449744.93841498     ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,23.5,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00039,20040330,,01,영업/정상,01,영업,,,,,02 4564684,69.00,143865,서울특별시 광진구 자양동 606-10 ,서울특별시 광진구 뚝섬로 628 (자양동),05099,파리바게뜨,2020-08-03 17:06:44,U,2020-08-05 02:40:00.0,제과점영업,206933.442489723    ,447750.785364045    ,제과점영업,0,0,주택가주변,,상수도전용,,,,,,,,,N,69,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00040,20040630,,03,폐업,02,폐업,20080303,,,,02 4980415,,143900,서울특별시 광진구 중곡동 172-54번지 ,,,띠아몽제과점,2004-06-30 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207158.614591872    ,451594.137048836    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,34.4,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00041,20040719,,03,폐업,02,폐업,20090904,,,,02 4640802,,143842,서울특별시 광진구 자양동 843-11번지 ,,,빵굼터,2009-04-15 13:36:23,I,2018-08-31 23:59:59.0,제과점영업,205642.888115746    ,448338.136856343    ,제과점영업,0,0,,,,,,,,,,,,N,90.9,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00042,20040805,,03,폐업,02,폐업,20090318,,,,02 4675155,,143840,서울특별시 광진구 군자동 359-0번지 ,,,빵굽는마을,2005-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206167.328993767    ,449683.137301888    ,제과점영업,0,0,,,,,,,,,,,,N,34.71,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00043,20041004,,03,폐업,02,폐업,20071105,,,,02 4524209,,143891,서울특별시 광진구 중곡동 139-1번지 ,,,몽마르뜨 과자점,2004-10-04 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207229.785849053    ,450562.881152442    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,21.5,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00044,20040916,,03,폐업,02,폐업,20121016,,,,02 4521880,,143210,서울특별시 광진구 광장동 580번지 광장12차현대홈타운 1202동 지하106호 ,서울특별시 광진구 천호대로 808 (광장동,광장12차현대홈타운 1202동 지하106호),04983,파리바게트 광나루역점,2005-10-28 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,209033.339549292    ,449192.402539275    ,제과점영업,0,0,아파트지역,,상수도전용,,,,,,,,,N,51.2,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00045,20040130,,03,폐업,02,폐업,20090311,,,,02 4442331,,143896,서울특별시 광진구 중곡동 150-107번지 ,,,신라명과(중곡점),2005-10-26 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207614.959445032    ,451099.003278602    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,29.5,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2004-00046,20040515,,03,폐업,02,폐업,20090318,,,,02 4472795,,143885,서울특별시 광진구 중곡동 35-12번지 ,,,안데르센과자점,2004-05-15 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207459.703443879    ,451097.182047482    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,28.95,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00003,20050309,,03,폐업,02,폐업,20091130,,,,032 6752335,,143200,서울특별시 광진구 구의동 546-4번지 지하2층 롯데마트내 ,,,(주)수라당,2005-03-09 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208394.416382167    ,448165.279999905    ,제과점영업,0,0,,,,,,,,,,,,N,8,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00004,20050428,,03,폐업,02,폐업,20080114,,,,02 4441713,,143890,서울특별시 광진구 중곡동 123-20번지 ,,,케익하우스 밀레,2005-05-13 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207642.731145365    ,450592.689011536    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,16.11,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00005,20050506,,03,폐업,02,폐업,20061002,,,,0260815500,,143900,서울특별시 광진구 중곡동 167-1번지 ,,,니나과자점,2005-05-06 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207373.907010308    ,451556.749587446    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,62.87,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00006,20050905,,03,폐업,02,폐업,20060801,,,,02 4634343,,143853,서울특별시 광진구 자양동 767-4번지 지하1층 ,,,한국유통베이커리,2005-09-05 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207258.38917202     ,448622.647538945    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,20.58,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00007,20050729,,03,폐업,02,폐업,20131029,,,,,,143824,서울특별시 광진구 구의동 237-20번지 ,서울특별시 광진구 광나루로36길 40 (구의동),05038,보비(bobee)도너츠,2013-10-29 10:18:32,I,2018-08-31 23:59:59.0,제과점영업,207537.802533552    ,448995.573972926    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,21.46,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00008,20050419,,03,폐업,02,폐업,20100211,,,,02 4520945,,143866,서울특별시 광진구 자양동 612-33번지 ,,,제이크도넛,2005-04-19 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206910.16376457     ,448079.806480479    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,20.48,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00009,20050413,,03,폐업,02,폐업,20111228,,,,0234245201,,143721,서울특별시 광진구 구의동 546-4번지 테크노마트사무동 지하1층003호 ,,,뚜레쥬르테크노마트점,2008-07-18 13:13:04,I,2018-08-31 23:59:59.0,제과점영업,208394.416382167    ,448165.279999905    ,제과점영업,,,,,,,,,,,,,,N,36.16,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00010,20051121,,03,폐업,02,폐업,20140502,,,,02 4461214,,143852,서울특별시 광진구 자양동 219-20번지 외 4?지 ,서울특별시 광진구 자양로 93 (자양동,외 4?지),05056,던킨도너츠(구의역점),2009-12-02 21:45:49,I,2018-08-31 23:59:59.0,제과점영업,207312.370802088    ,448194.213056853    ,제과점영업,0,0,주택가주변,,상수도전용,,,,,,,,,N,75.7,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00011,20051125,,03,폐업,02,폐업,20061018,,,,,,143200,서울특별시 광진구 구의동 546-4번지 지하2층 롯데마트내 ,,,시냇물,2006-03-30 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208394.416382167    ,448165.279999905    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,12.87,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00012,20051207,,03,폐업,02,폐업,20111201,,,,0222018002,,143200,서울특별시 광진구 구의동 593-15번지 ,20 (106호) ,,,크라운베이커리(구의동점),2009-12-02 21:56:49,I,2018-08-31 23:59:59.0,제과점영업,207995.95709474     ,448085.242458867    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,26.64,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00013,20051212,,03,폐업,02,폐업,20160518,,,,02 4550713,,143900,서울특별시 광진구 중곡동 690번지 ,서울특별시 광진구 동일로78길 42, 1층 (중곡동),04905,샴피뇽,2013-06-26 11:37:21,I,2018-08-31 23:59:59.0,제과점영업,207150.824872575    ,451828.703363483    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,32.83,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2005-00014,20051214,,03,폐업,02,폐업,20071217,,,,,,143867,서울특별시 광진구 자양동 635-8번지 중앙농협 2층 ,,,하나로베이커리,2006-11-29 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207070.446147612    ,447746.148874413    ,제과점영업,0,0,주택가주변,,상수도전용,,,,,,,,,N,17.45,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00001,20060209,,03,폐업,02,폐업,20080204,,,,0222010482,,143822,서울특별시 광진구 구의동 218-14번지 해오름마트내 ,,,밀사랑베이커리,2006-02-22 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,208087.647208835    ,448484.131343078    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,31.95,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00002,20060419,,01,영업/정상,01,영업,,,,,02 4446333,,143890,서울특별시 광진구 중곡동 123-1번지 ,서울특별시 광진구 용마산로 45 (중곡동),04924,파리바게뜨(중곡신성점),2012-09-14 11:20:07,I,2018-08-31 23:59:59.0,제과점영업,207678.913806917    ,450591.624253068    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,77.92,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00003,20060420,,01,영업/정상,01,영업,,,,,,23.68,143903,서울특별시 광진구 중곡동 221-48,서울특별시 광진구 긴고랑로11길 4 (중곡동),04909,빵굽는드림하우스,2022-12-26 17:52:40,U,2021-11-01 22:08:00.0,제과점영업,207136.827892318,451249.559580198,,,,,,,,,,,,,,,,,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00004,20060519,,03,폐업,02,폐업,20110927,,,,,,143903,서울특별시 광진구 중곡동 229-5번지 킴스마트내 ,,,허니브레드,2011-04-22 16:37:58,I,2018-08-31 23:59:59.0,제과점영업,207114.498872176    ,451296.049443757    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,23.56,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00005,20060612,,01,영업/정상,01,영업,,,,,0222011156,137.13,143200,서울특별시 광진구 구의동 546-11 강변역지너스타워(111호,208호) ,서울특별시 광진구 강변역로4길 10 (구의동,강변역지너스타워(111호,208호)),05116,파리바게뜨(동서울터미널점),2021-07-15 16:08:20,U,2021-07-17 02:40:00.0,제과점영업,208189.434497483    ,448129.166313052    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,137.13,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00006,20060704,,03,폐업,02,폐업,20080303,,,,02 4569645,,143898,서울특별시 광진구 중곡동 157-4번지 ,,,크라운베이커리(군자역점),2006-07-04 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207055.507996434    ,450542.187939719    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,69.58,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00007,20060816,,03,폐업,02,폐업,20110428,,,,02  4676889,,143840,서울특별시 광진구 군자동 363-13번지 ,,,뚜레쥬르(화양시장점),2010-04-05 10:40:22,I,2018-08-31 23:59:59.0,제과점영업,206209.746568166    ,449757.984832719    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,38.48,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00008,20060925,,03,폐업,02,폐업,20111011,,,,0222015245,,143821,서울특별시 광진구 구의동 199-23번지 현대13차 (1층) ,,,엠마,2011-10-12 09:39:05,I,2018-08-31 23:59:59.0,제과점영업,208292.061375737    ,448577.913037351    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,32.76,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00009,20061107,,03,폐업,02,폐업,20120312,,,,02 4678295,,143900,서울특별시 광진구 중곡동 167-2번지 ,,,파리바게뜨,2006-11-07 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,207363.938579308    ,451533.837802442    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,71.6,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2006-00010,20061226,,03,폐업,02,폐업,20140401,,,,0234361774,,143914,서울특별시 광진구 화양동 4-20번지 외 1필지 ,서울특별시 광진구 능동로 110 (화양동,외 1필지),05030,코코호도,2014-03-28 11:35:21,I,2018-08-31 23:59:59.0,제과점영업,206241.82019349     ,448715.06998929     ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,22.97,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00001,20070115,,03,폐업,02,폐업,20090225,,,,,,143904,서울특별시 광진구 중곡동 253-9번지 ,,,Su153빵,2007-01-15 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206726.078348357    ,451142.225619607    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,17.25,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00002,20070206,,01,영업/정상,01,영업,,,,,0220241335,178.00,143758,서울특별시 광진구 자양동 227-7 더샵스타시티 ,서울특별시 광진구 아차산로 272, 더샵스타시티 지하1층 (자양동),05065,주)신세계푸드베이커리(자양점),2021-04-16 16:16:10,U,2021-04-18 02:40:00.0,제과점영업,206349.675048285    ,448396.939704285    ,제과점영업,0,0,,,상수도전용,,,,,,,,,Y,178,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00003,20070207,,03,폐업,02,폐업,20150123,,,,,,143758,서울특별시 광진구 자양동 227-7번지 판매동 1층2호 ,서울특별시 광진구 아차산로 262 (자양동),05065,던킨도너츠(건대스타시티점),2013-12-30 15:06:15,I,2018-08-31 23:59:59.0,제과점영업,206349.675048285    ,448396.939704285    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,167,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00004,20070222,,03,폐업,02,폐업,20120503,,,,041 6299107,,143758,서울특별시 광진구 자양동 227-7번지 지하1층 이마트내 ,,,(주)조선호텔베이커리 데이앤데이 자양점2,2010-03-22 16:49:42,I,2018-08-31 23:59:59.0,제과점영업,206349.675048285    ,448396.939704285    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,29.1,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00005,20070228,,01,영업/정상,01,영업,,,,,0220241460,224.79,143758,서울특별시 광진구 자양동 227-7 더샵스타시티 ,서울특별시 광진구 아차산로 262, 지하1층 (자양동, 더샵스타시티),05065,크리스피크림건대스타시티점,2021-01-08 16:18:40,U,2021-01-10 02:40:00.0,제과점영업,206349.675048285    ,448396.939704285    ,제과점영업,0,0,,,상수도전용,,,,,,,,,Y,224.79,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00006,20070330,,01,영업/정상,01,영업,,,,,02 4577238,51.68,143908,서울특별시 광진구 중곡동 341-7번지 ,서울특별시 광진구 천호대로 573 (중곡동),04929,군자사랑파리바게뜨,2020-03-06 15:04:32,U,2020-03-08 02:40:00.0,제과점영업,207161.455859795    ,450484.386089347    ,제과점영업,,,,,,,,,,,,,,N,51.68,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00007,20070411,,03,폐업,02,폐업,20091204,,,,0220241353,,143758,서울특별시 광진구 자양동 227-7번지 스타시티2층 롯데시네마내 ,,,롯데쇼핑(주)크리스피크림건대롯데시네마점,2007-04-11 00:00:00,I,2018-08-31 23:59:59.0,제과점영업,206349.675048285    ,448396.939704285    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,112.7,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00008,20070508,,01,영업/정상,01,영업,,,,,0234377707,,143826,서울특별시 광진구 구의동 252-15번지 (1층) ,서울특별시 광진구 자양로 124 (구의동,(1층)),05043,파리바게뜨(광진구청점),2013-02-04 10:02:14,I,2018-08-31 23:59:59.0,제과점영업,207316.117974646    ,448503.50464979     ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,140.95,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00009,20070523,,01,영업/정상,01,영업,,,,,,,143842,서울특별시 광진구 자양동 837-14번지 (1층) ,서울특별시 광진구 동일로10길 33 (자양동,(1층)),05078,빵이가득한집,2008-11-25 15:46:52,I,2018-08-31 23:59:59.0,제과점영업,205568.680105199    ,448418.430283977    ,제과점영업,0,0,,,상수도전용,,,,,,,,,N,25.84,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00010,2007-05-28,,01,영업/정상,01,영업,,,,,02 4980335,67.50,143-859,서울특별시 광진구 자양동 855 이튼타워3차 102호,서울특별시 광진구 능동로 18 (자양동,이튼타워3차 102호),05096,파리바게뜨카페뚝섬유원지점,2023-06-13 11:24:04,U,2022-12-05 23:05:00.0,제과점영업,205945.98820137,447862.351973505,,,,,,,,,,,,,,,,,,,,,,,서울시광진구제과점영업인허가정보.csv
3040000,3040000-121-2007-00011,20070614,,01,영업/정상,01,영업,,,,,0234365505,,143868,서울특별시 광진구 자양동 636-22번지 (1층) ,서울특별시 광진구 뚝섬로 634 (자양동,(1층)),05100,코코호도자양점,2009-02-18 11:55:51,I,2018-08-31 23:59:59.0,제과점영업,207013.687569983    ,447707.434336975    ,제과점영업,,,,,상수도전용,,,,,,,,,N,26.95,,,,,,,서울시광진구제과점영업인허가정보.csv
