개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),약국영업면적,지정일자,,,,,,,정보
3040000,PHMD120013040033084000007,2001-05-17,,01,영업/정상,13,영업중,,,,,444-2377,,143-890,서울특별시 광진구 중곡동 123번지 1호,서울특별시 광진구 용마산로 45 (중곡동),04924,중곡메디칼약국,2023-07-12 13:10:43,U,2022-12-06 23:04:00.0,,207678.913806917,450591.624253068,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000008,20010709,20110103,03,폐업,03,폐업,20110103,,,,499-4719,,143838,서울시 광진구 군자동 478-5 중앙빌딩 109호,,,군자세계로약국,2011-01-03 11:48:16,I,2018-08-31 23:59:59.0,,,,31.61,20010709,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000009,20010917,20090929,03,폐업,03,폐업,20090929,,,,497-7881,,143842,서울시 광진구 자양4동 249-5,,,송도약국,2009-09-29 15:12:11,I,2018-08-31 23:59:59.0,,,,30.26,20010917,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000010,20011015,20120130,03,폐업,03,폐업,20120130,,,,462-4552,,143900,서울시 광진구 중곡3동 173-24,,,중곡열린약국,2012-01-30 09:15:10,I,2018-08-31 23:59:59.0,,,,33.13,20011015,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000011,2001-11-02,,01,영업/정상,13,영업중,,,,,456-6155,,143-814,서울특별시 광진구  463번지 3호 진넥스빌딩 101호,서울특별시 광진구 아차산로 532, 101호 (광장동, 진넥스빌딩),04974,명약국,2023-06-30 10:08:22,U,2022-12-07 00:02:00.0,,208808.837959863,448909.278896127,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000012,20011221,20081231,03,폐업,03,폐업,20081231,,,,466-0253,,143917,서울시 광진구 화양동 48-14 삼영빌딩 1층,,,세계로약국,2008-12-31 10:54:52,I,2018-08-31 23:59:59.0,,,,60.05,20011221,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120013040033084000013,20010621,20100312,03,폐업,03,폐업,20050819,,,,02-468-3687,,143902,서울특별시 광진구 중곡3동 199번지 4호,서울특별시 광진구 면목로 190 (중곡동),,기쁨주는약국,2010-03-12 11:20:16,I,2018-08-31 23:59:59.0,,207295.169137261    ,451966.809789853    ,35,20010621,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120023040033084000001,20020115,20170919,03,폐업,03,폐업,20170919,,,,456-9971,,143889,서울특별시 광진구 중곡동 115번지 12호,서울특별시 광진구 천호대로 653 (중곡동),04953,디딤약국,2017-09-19 09:44:44,I,2018-08-31 23:59:59.0,,207850.438647442    ,450066.522171427    ,51.99,20020115,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120023040033084000002,20020311,,03,폐업,03,폐업,20220210,,,,452-5682,,143821,서울특별시 광진구 구의동 200번지 1호,서울특별시 광진구 광나루로 606 (구의동),05034,일송약국,2022-02-10 21:10:43,U,2022-02-12 02:40:00.0,,208338.31599039     ,448791.440744865    ,24.32,20020311,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120023040033084000003,20020422,20120131,03,폐업,03,폐업,20120131,,,,452-4420,,143890,서울시 광진구 중곡2동 124-22,,,중앙약국,2012-01-31 10:09:56,I,2018-08-31 23:59:59.0,,,,37.67,20020422,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120023040033084000004,20021004,,01,영업/정상,13,영업중,,,,,457-7873,,143873,서울특별시 광진구 자양2동 677번지 7호 1층 3호,서울특별시 광진구 자양로 43, 1층 3호 (자양동),05103,광진백화점약국,2012-08-31 09:57:32,I,2018-08-31 23:59:59.0,,207491.508995823    ,447717.445119677    ,40.7,20021004,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120023040033084000005,20021211,20110829,03,폐업,03,폐업,20110829,,,,457-2048,,143847,서울시 광진구 능동 214-1(231-1),,,동산약국,2011-08-29 17:19:22,I,2018-08-31 23:59:59.0,,,,27,20021211,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120023040033084000006,20021231,20081208,03,폐업,03,폐업,20081208,,,,453-5775,,149873,서울시 광진구 자양2동 677-7 1층 9호,,,착한약국,2008-12-08 12:59:39,I,2018-08-31 23:59:59.0,,,,36,20021231,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000001,20030217,,01,영업/정상,13,영업중,,,,,3409-4828,,143840,서울특별시 광진구 군자동 345번지 20호,서울특별시 광진구 군자로 85 (군자동),05002,미래약국,2014-02-06 17:16:24,I,2018-08-31 23:59:59.0,,206194.754601128    ,449836.091725246    ,12.78,20030217,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000002,20030221,20130930,03,폐업,03,폐업,20130930,,,,463-6302,,143916,서울시 광진구 화양동 34-74,,,제일사약국,2013-09-30 09:20:48,I,2018-08-31 23:59:59.0,,,,18.75,20030221,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000003,20030227,,01,영업/정상,13,영업중,,,,,2201-9469,,143890,서울특별시 광진구 중곡동 124번지 56호,서울특별시 광진구 용마산로 49 (중곡동),04923,21세기약국,2016-02-04 13:17:36,I,2018-08-31 23:59:59.0,,207668.680822029    ,450639.385654114    ,91.53,20030227,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000004,20030411,,03,폐업,03,폐업,20191211,,,,447-9708,,143888,서울특별시 광진구 중곡동 89번지 10호,서울특별시 광진구 영화사로 40 (중곡동),04950,하나약국,2019-12-11 15:53:29,U,2019-12-13 02:40:00.0,,207975.360707157    ,450454.084765839    ,57.9,20030411,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000005,2003-04-24,,01,영업/정상,13,영업중,,,,,446-6940,,143-887,서울특별시 광진구 중곡동 78번지 2호,서울특별시 광진구 용마산로 58 (중곡동),04945,온누리선명약국,2023-07-12 13:19:05,U,2022-12-06 23:04:00.0,,207710.456263661,450732.119089726,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000006,20030507,,01,영업/정상,13,영업중,,,,,02-2201-2236,,143898,서울특별시 광진구 중곡동 158번지 19호,서울특별시 광진구 능동로 318 (중곡동),04929,소망온누리약국,2019-01-24 17:15:46,U,2019-01-26 02:40:00.0,,207012.463034301    ,450631.395040476    ,95.9,20030507,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000007,20030512,,01,영업/정상,13,영업중,,,,,466-7675,,,서울특별시 광진구 중곡동 639번지 2호,서울특별시 광진구 천호대로 527 (중곡동, 거산빌딩),04919,푸른온누리약국,2017-09-13 09:50:06,I,2018-08-31 23:59:59.0,,206765.266909796    ,450685.805654444    ,64.12,20030512,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000008,20030718,,01,영업/정상,13,영업중,,,,,454-2486,,,서울특별시 광진구 자양동 779번지 11호 구의 현대 하이엘 401-1호,서울특별시 광진구 자양로 113, 4층 401-1호 (자양동, 구의 현대 하이엘),05026,굿모닝약국,2018-11-30 11:45:56,U,2018-12-02 02:40:00.0,,207264.3763742      ,448406.97575752     ,23.2,20030718,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000009,20030728,20100823,03,폐업,03,폐업,20100823,,,,3436-9714,,143867,서울시 광진구 자양1동 631 1층,,,자양세란약국,2010-08-23 09:50:45,I,2018-08-31 23:59:59.0,,,,25.5,20030728,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000010,20030812,20140915,03,폐업,03,폐업,20140915,,,,498-5787,,143903,서울특별시 광진구 중곡동 241번지 27호,서울특별시 광진구 긴고랑로 35 (중곡동),143903,밝은약국,2014-09-15 14:49:27,I,2018-08-31 23:59:59.0,,207022.902435479    ,451218.327345428    ,38.4,20030812,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000011,20030901,20081118,03,폐업,03,폐업,20080901,,,,447-9830,,143821,서울시 광진구 구의3동 199-18 삼성쉐르빌 1층,,,쉐르빌대학약국,2008-11-18 14:56:12,I,2018-08-31 23:59:59.0,,,,89.25,20030901,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000012,20031001,,01,영업/정상,13,영업중,,,,,02-458-5669,,143821,서울특별시 광진구 구의동 199번지 1호,서울특별시 광진구 광나루로 614 (구의동, 만택빌딩),05117,우리온누리약국,2022-02-24 14:47:49,U,2022-02-26 02:40:00.0,,208400.766105381    ,448730.872416215    ,43.41,20031001,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000013,20031020,20170906,03,폐업,03,폐업,20170906,,,,454-1879,,143962,서울특별시 광진구 구의동 230번지 13호,서울특별시 광진구 광나루로 536 (구의동),05032,영진약국,2017-09-06 17:48:34,I,2018-08-31 23:59:59.0,,207789.772338763    ,449160.060892191    ,57,20031020,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000014,20031128,20130503,03,폐업,03,폐업,20130503,,,,454-7377,,143826,서울시 광진구 구의1동 252-109,,,신중앙약국,2013-05-03 16:16:59,I,2018-08-31 23:59:59.0,,,,32.4,20031128,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120033040033084000015,20031209,20081217,03,폐업,03,폐업,20081215,,,,444-5009,,143852,서울시 광진구 자양1동 219-2 도광빌딩 1층,,,수약국,2008-12-17 10:04:30,I,2018-08-31 23:59:59.0,,,,17.05,20031209,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120043040033084000001,20041105,,01,영업/정상,13,영업중,,,,,462-8604,,,서울특별시 광진구 자양동 45-6,서울특별시 광진구 뚝섬로 498-1, A,B동 1층 (자양동),05085,무지개약국,2022-01-17 13:25:17,U,2022-01-19 02:40:00.0,,205722.712720376    ,448188.040246669    ,29.16,20041105,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120043040033084000002,20041207,20141124,03,폐업,03,폐업,20141124,,,,455-2429,,143806,서울특별시 광진구 광장동 285번지 17호,서울특별시 광진구 광장로 67-1 (광장동),143806,메디팜하늘약국,2014-11-24 15:50:26,I,2018-08-31 23:59:59.0,,209184.393048313    ,449489.044415203    ,21.7,20041207,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120043040033084000003,20041222,20130620,03,폐업,03,폐업,20130620,,,,496-0591,,143909,서울시 광진구 중곡3동 558-2,,,오성약국,2013-06-20 16:02:06,I,2018-08-31 23:59:59.0,,,,13.2,20041222,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000001,20050113,20081124,03,폐업,03,폐업,20081124,,,,452-1931,,143888,서울시 광진구 중곡4동 79-3,,,다나약국,2008-11-24 17:50:33,I,2018-08-31 23:59:59.0,,,,38,20050113,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000002,2005-01-13,,03,폐업,03,폐업,2021-01-01,,,,02-469-1020,,,서울특별시 광진구 자양동 1번지 1호 1층 나-1호 일부,서울특별시 광진구 아차산로 244, 1층 나-1호 일부 (자양동),05073,애플약국,2023-05-17 08:37:04,U,2022-12-04 23:09:00.0,,206135.089385369,448605.479182886,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000003,20050203,,03,폐업,03,폐업,20190523,,,,3424-1120,,143721,서울특별시 광진구 구의동 546번지 4호 테크노마트 지하1층,서울특별시 광진구 광나루로56길 85, 지하1층 (구의동, 테크노마트),05116,온누리현대약국,2019-05-23 10:38:29,U,2019-05-25 02:40:00.0,,208394.416382167    ,448165.279999905    ,20.36,20050203,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000004,20050216,,01,영업/정상,13,영업중,,,,,446-4051,,143867,서울특별시 광진구 자양1동 627번지 21호 윤강빌딩 1층 1호 (자양로 81),서울특별시 광진구 자양로11길 6-8 (자양동),05056,사랑약국,2014-01-13 14:32:22,I,2018-08-31 23:59:59.0,,207341.768147956    ,448093.474633392    ,41.27,20050216,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000005,20050225,,01,영업/정상,13,영업중,,,,,456-3433,,143888,서울특별시 광진구 중곡동 93번지 46호,서울특별시 광진구 용마산로 8 (중곡동),04953,선약국,2014-02-05 13:46:39,I,2018-08-31 23:59:59.0,,207771.329956322    ,450223.753609897    ,24.49,20050225,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000006,20050412,,01,영업/정상,13,영업중,,,,,447-4842,,143832,서울특별시 광진구 구의동 631번지 1호 123호,135호,136호(프라임프라자상가),서울특별시 광진구 광나루로56길 63, 123호,135호,136호 (구의동, 프라임프라자상가),05119,강변그랜드약국,2014-02-03 16:01:04,I,2018-08-31 23:59:59.0,,208558.286631653    ,448353.905156369    ,31.24,20050412,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000007,20050623,20130430,03,폐업,03,폐업,20130430,,,,465-4522,,143900,서울시 광진구 중곡3동 192-21,,,한마음약국,2013-04-30 18:05:01,I,2018-08-31 23:59:59.0,,,,58.14,20050623,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000008,20050627,20100628,03,폐업,03,폐업,20100628,,,,447-7114,,143866,서울시 광진구 자양1동 612-58,,,행복한약국,2010-06-28 11:04:44,I,2018-08-31 23:59:59.0,,,,70.08,20050627,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000009,20050630,,01,영업/정상,13,영업중,,,,,02-3436-8743,,,서울특별시 광진구 구의동 546-11 강변역지너스타워 307호,서울특별시 광진구 강변역로4길 10, 강변역지너스타워 307호 (구의동),05116,초원온누리약국,2020-10-26 10:35:40,U,2020-12-03 02:40:00.0,,208189.434497483    ,448129.166313052    ,58.4,20050630,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000010,20050720,20101230,03,폐업,03,폐업,20101230,,,,461-0120,,143841,서울시 광진구 자양4동 8-1,,,온누리메디칼약국,2010-12-30 12:59:12,I,2018-08-31 23:59:59.0,,,,43.3,20050720,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000011,20050816,,01,영업/정상,13,영업중,,,,,499-3457,,143903,서울특별시 광진구 중곡동 241번지 30호,서울특별시 광진구 긴고랑로 31 (중곡동),04910,봉화약국,2014-02-05 13:44:53,I,2018-08-31 23:59:59.0,,207002.629892424    ,451226.054384441    ,57.9,20050816,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000012,20050819,20091214,03,폐업,03,폐업,20091214,,,,468-3687,,143902,서울시 광진구 중곡3동 199-4,,,기쁨주는약국,2009-12-14 10:06:22,I,2018-08-31 23:59:59.0,,,,35,20050819,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000013,20051024,20090601,03,폐업,03,폐업,20090601,,,,453-0353,,143817,서울시 광진구 구의2동 31-23,,,웰빙약국,2009-06-01 13:52:54,I,2018-08-31 23:59:59.0,,,,40.32,20051024,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000014,20051027,,03,폐업,03,폐업,20190109,,,,3437-3027,,143761,서울특별시 광진구 구의동 631번지 1호 프라임프라자상가 107,108,109호,서울특별시 광진구 광나루로56길 63, 107,108,109호 (구의동, 프라임프라자상가),05119,온누리강변프라자약국,2019-01-09 09:36:30,U,2019-01-11 02:40:00.0,,208558.286631653    ,448353.905156369    ,78.02,20051027,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000015,20051031,20130607,03,폐업,03,폐업,20130607,,,,444-3125,,143874,서울시 광진구 자양2동 680-2 1층,,,늘봄약국,2013-06-07 09:27:11,I,2018-08-31 23:59:59.0,,,,44.07,20051031,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000016,20051111,,03,폐업,03,폐업,20181112,,,,467-4542,,143838,서울특별시 광진구 군자동 184번지,서울특별시 광진구 동일로 278 (군자동),05000,대화약국,2018-11-12 10:04:43,U,2018-11-14 02:35:48.0,,206309.59075872     ,450430.884671398    ,27.4,20051111,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120053040033084000017,20051114,,01,영업/정상,13,영업중,,,,,457-6664,,,서울특별시 광진구 화양동 4-20 스타시티영존빌딩,서울특별시 광진구 능동로 110, 스타시티영존빌딩 1층 (화양동),05030,햇빛약국,2022-12-29 14:29:46,U,2021-11-01 21:01:00.0,,206241.82019349,448715.06998929,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000001,20060201,20110803,03,폐업,03,폐업,20110803,,,,457-9550,,143853,서울시 광진구 자양1동 779-12,,,종로온누리약국,2011-08-03 13:37:39,I,2018-08-31 23:59:59.0,,,,31.28,20060201,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000002,20060201,20081118,03,폐업,03,폐업,20080930,,,,452-7964,,143865,서울시 광진구 자양2동 608-7,,,지민프라자약국,2008-11-18 14:58:10,I,2018-08-31 23:59:59.0,,,,84,20060201,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000003,20060331,,01,영업/정상,13,영업중,,,,,452-0251,,143817,서울특별시 광진구 구의동 47번지 19호,서울특별시 광진구 자양로 288 (구의동),04961,새서울약국,2022-06-20 13:02:25,U,2021-12-05 22:02:00.0,,208069.580214162,449903.558772797,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000004,20060428,20111222,03,폐업,03,폐업,20111222,,,,455-5544,,143819,서울시 광진구 구의2동 66-92,,,금강산약국,2011-12-22 13:38:46,I,2018-08-31 23:59:59.0,,,,39.9,20060428,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000005,20060522,20090717,03,폐업,03,폐업,20090717,,,,465-2986,,143862,서울시 광진구 자양3동 553-429 1층,,,세종프라자약국,2009-07-17 17:54:31,I,2018-08-31 23:59:59.0,,,,39.01,20060522,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000006,20060622,20110704,03,폐업,03,폐업,20110704,,,,453-1638,,143867,서울시 광진구 자양1동 627-21  1층,,,동서약국,2011-07-04 10:15:54,I,2018-08-31 23:59:59.0,,,,33.6,20060622,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000007,20060629,20091126,03,폐업,03,폐업,20091126,,,,469-5566,,143901,서울시 광진구 중곡3동 193-51,,,소라약국,2009-11-26 09:37:10,I,2018-08-31 23:59:59.0,,,,26.08,20060629,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000008,20060810,20081118,03,폐업,03,폐업,20080826,,,,498-5333,,143837,서울시 광진구 군자동 2-2,,,매일건강한 약국,2008-11-18 14:58:52,I,2018-08-31 23:59:59.0,,,,42.8,20060810,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000009,20060901,20090922,03,폐업,03,폐업,20090922,,,,453-7398,,143914,서울시 광진구 화양동 4-17,,,나라약국,2009-09-22 17:21:54,I,2018-08-31 23:59:59.0,,,,282.2,20060901,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120063040033084000010,20060904,20090731,03,폐업,03,폐업,20090731,,,,453-6406,,143888,서울시 광진구 중곡4동 82-22,,,신혜성약국,2009-07-31 13:56:33,I,2018-08-31 23:59:59.0,,,,26.91,20060904,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000001,20070207,,03,폐업,03,폐업,20200217,,,,462-0095,,143840,서울특별시 광진구 군자동 356번지 6호,서울특별시 광진구 광나루로 351 (군자동, 서흥빌딩),05003,화양백화점약국,2020-02-17 09:21:21,U,2020-02-19 02:40:00.0,,206025.355190837    ,449576.340648161    ,108.5,20070207,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000002,20070216,,01,영업/정상,13,영업중,,,,,3437-2202,,143898,서울특별시 광진구 중곡동 157번지 4호,서울특별시 광진구 천호대로 561 (중곡동),04929,군자종로약국,2022-11-25 14:29:15,U,2021-10-31 22:07:00.0,,207055.507996434,450542.187939719,,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000003,20070227,,01,영업/정상,13,영업중,,,,,2024-1311,,143758,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동, 스타시티쇼핑몰),05065,더?스타시티약국,2016-04-26 17:46:55,I,2018-08-31 23:59:59.0,,206349.675048285    ,448396.939704285    ,40.55,20070227,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000004,20070312,20090102,03,폐업,03,폐업,20081231,,,,497-3095,,143862,서울시 광진구 자양3동 553-323,,,늘행복한약국,2009-01-02 14:55:13,I,2018-08-31 23:59:59.0,,,,22.1,20070312,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000005,20070406,20090128,03,폐업,03,폐업,20090128,,,,455-5191,,143822,서울시 광진구 구의3동 213-3,,,서울온누리약국,2009-01-28 10:27:10,I,2018-08-31 23:59:59.0,,,,37.22,20070406,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000006,20070605,20110712,03,폐업,03,폐업,20110711,,,,458-7338,,143876,서울시 광진구 자양2동 695-1 한양상가 2층 202호,,,피사약국,2011-07-12 10:16:29,I,2018-08-31 23:59:59.0,,,,43.89,20070605,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000007,20070626,20100324,03,폐업,03,폐업,20100323,,,,499-5575,,143902,서울시 광진구 중곡4동 290-1,,,주민약국,2010-03-24 09:57:30,I,2018-08-31 23:59:59.0,,,,32.77,20070626,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000008,20070716,,01,영업/정상,13,영업중,,,,,447-8346,,143813,서울특별시 광진구 광장동 453번지 1호 삼성아파트상가 104호,서울특별시 광진구 아차산로 546, 104호 (광장동, 삼성아파트상가),04971,스마일약국,2014-02-05 11:42:08,I,2018-08-31 23:59:59.0,,208950.91165115     ,448909.276939198    ,32.75,20070716,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000009,2007-08-02,,01,영업/정상,13,영업중,,,,,461-9300,,143-859,서울특별시 광진구 자양동 855번지 이튼타워리버3차 105호,서울특별시 광진구 능동로 18, 105호 (자양동, 이튼타워리버3차),05096,우리약국,2023-02-17 14:05:20,U,2022-12-01 23:09:00.0,,205945.98820137,447862.351973505,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000011,20070831,20091015,03,폐업,03,폐업,20091015,,,,6253-5774,,143888,서울시 광진구 중곡4동 80-11 2층,,,다솔약국,2009-10-15 15:57:42,I,2018-08-31 23:59:59.0,,,,18.9,20070831,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000012,20070918,20120116,03,폐업,03,폐업,20120116,,,,461-1045,,143884,서울시 광진구 중곡4동 29-70,,,중곡우리약국,2012-01-16 13:27:52,I,2018-08-31 23:59:59.0,,,,53.96,20070918,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000013,20070918,20120315,03,폐업,03,폐업,20120315,,,,467-8231,,143839,서울시 광진구 군자동 130-8,,,온누리신우리약국,2012-03-15 16:17:20,I,2018-08-31 23:59:59.0,,,,35.5,20070918,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000014,20071211,20110524,03,폐업,03,폐업,20110524,,,,2201-4321,,143888,서울시 광진구 중곡4동 79-9,,,중곡종로약국,2011-05-24 16:00:14,I,2018-08-31 23:59:59.0,,,,63.96,20071211,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120073040033084000015,20071212,20100222,03,폐업,03,폐업,20100222,,,,467-7737,,143841,서울시 광진구 자양4동 24-19,,,늘건강약국,2010-02-22 12:41:56,I,2018-08-31 23:59:59.0,,,,71.55,20071212,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000001,20080125,20090310,03,폐업,03,폐업,20090310,,,,,,143200,서울시 광진구 구의3동 546-11(동서울길 6) 강변지너스타워 102호,,,강변약국,2009-03-10 15:45:24,I,2018-08-31 23:59:59.0,,,,28.28,20080125,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000002,20080128,,01,영업/정상,13,영업중,,,,,02-468-0259,,143840,서울특별시 광진구 군자동 356번지 10호,서울특별시 광진구 광나루로 355 (군자동),05003,메디칼약국,2019-05-08 16:28:45,I,2019-05-10 02:20:42.0,,206058.296864707    ,449571.093213716    ,21.82,20080128,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000003,20080214,20120917,03,폐업,03,폐업,20120917,,,,469-3151,,143901,서울시 광진구 중곡3동 175-27(1층),,,혜원약국,2012-09-17 11:41:24,I,2018-08-31 23:59:59.0,,,,28.16,20080214,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000004,20080303,,03,폐업,03,폐업,20180813,,,,02-488-2005,,143902,서울특별시 광진구 중곡동 199번지 4호,서울특별시 광진구 면목로 190 (중곡동),04903,기쁨주는약국,2018-08-13 09:37:17,U,2018-12-06 02:40:00.0,,207295.169137261    ,451966.809789853    ,33.32,20080303,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000005,20080331,20101101,03,폐업,03,폐업,20101101,,,,456-8694,,143200,서울시 광진구 구의2동 55-13 1층 (영화사길 13),,,힘찬온누리약국,2010-11-01 10:59:57,I,2018-08-31 23:59:59.0,,,,26.95,20080331,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000006,20080501,20151102,03,폐업,03,폐업,20151102,,,,2205-2960,,143903,서울특별시 광진구 중곡동 241번지 34호,서울특별시 광진구 긴고랑로 47 (중곡동),04909,한나약국,2015-11-02 10:47:04,I,2018-08-31 23:59:59.0,,207137.468593835    ,451166.351150671    ,30.5,20080501,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000007,20080501,20170313,03,폐업,03,폐업,20170313,,,,2205-3366,,143914,서울특별시 광진구  7번지 2호 삼진빌딩 502호,서울특별시 광진구 아차산로 237, 502호 (화양동, 삼진빌딩),05018,뉴우리약국,2017-03-13 14:38:00,I,2018-08-31 23:59:59.0,,206095.633064738    ,448699.143307408    ,26.1,20080501,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000008,20080521,20120917,03,폐업,03,폐업,20120918,,,,363-3822,,143190,서울시 광진구 자양2동 608-21(쉼터길 59),,,대학당온누리약국,2012-09-17 15:21:13,I,2018-08-31 23:59:59.0,,,,33.25,20080521,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000009,2008-06-13,,01,영업/정상,13,영업중,,,,,464-8127,,,서울특별시 광진구 자양동 9-12,서울특별시 광진구 동일로18길 73, 1층 (자양동),05072,비전약국,2023-06-05 11:01:14,U,2022-12-06 00:08:00.0,,205835.766984621,448525.318859168,,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000010,20080620,20110825,03,폐업,03,폐업,20110825,,,,461-3344,,143200,서울시 광진구 구의1동 246-3 201호(구의로 395),,,웰빙탑약국,2011-08-25 11:43:18,I,2018-08-31 23:59:59.0,,,,52.72,20080620,,,,,,,서울시광진구약국인허가정보.csv
3040000,PHMD120083040033084000011,20080701,20110502,03,폐업,03,폐업,20110502,,,,444-0274,,143190,서울시 광진구 자양1동 616-29(뚝섬길 331),,,자양100세약국,2011-05-02 09:51:32,I,2018-08-31 23:59:59.0,,,,90.04,20080701,,,,,,,서울시광진구약국인허가정보.csv
