개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명,,,,정보
3040000,CDFH3301022001000001,20010209,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 639-5 ,서울특별시 광진구 천호대로 533, 지층 (중곡동, 동진빌딩),04919,군자검도관,2021-08-12 14:19:18,U,2021-08-14 02:40:00.0,,206808.510620029    ,450657.19698338     ,체육도장업,사립,,0,0,0,0,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022001000002,20010320,,03,폐업,03,폐업,20140717,,,,464-8146,,143865,서울특별시 광진구 자양동 608-37번지 28통7반 (2층) ,서울특별시 광진구 뚝섬로46길 10 (자양동,(2층)),,호랑이체육관 (태권도),2014-07-17 14:21:35,I,2018-08-31 23:59:59.0,,206711.045511474    ,447793.206913439    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022001000004,20010914,,03,폐업,03,폐업,20170518,,,,02-465-6579,,,서울특별시 광진구 군자동 53-22번지 ,서울특별시 광진구 군자로 153-1 (군자동),04996,정무유도체육관,2017-05-18 17:20:51,I,2018-08-31 23:59:59.0,유도,206664.395716927    ,450311.831711431    ,체육도장업,사립,,,0,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022002000001,20020416,,03,폐업,03,폐업,20181108,,,,444-3286,,,서울특별시 광진구 자양동 616-27번지 3층 ,서울특별시 광진구 뚝섬로 627 (자양동),05063,자양태권도장 2관,2018-11-08 18:03:46,U,2018-11-10 02:38:03.0,태권도,206950.418379518    ,447787.309749723    ,체육도장업,사립,,,0,0,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022003000002,20030311,,03,폐업,03,폐업,20070228,,,,,,143899,서울특별시 광진구 중곡동 163-22번지 3층 ,서울특별시 광진구 능동로 353  (중곡동,3층),,상무태권도,2008-04-22 16:04:49,I,2018-08-31 23:59:59.0,,207123.939054956    ,450990.441894505    ,체육도장업,사립,0,1,,711.6,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022003000005,20030904,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 554-8번지 B01호 ,서울특별시 광진구 능동로6길 14, B01호 (자양동),05090,연세정훈태권도,2017-06-20 09:27:07,I,2018-08-31 23:59:59.0,태권도,206009.19554961     ,447991.99639054     ,체육도장업,사립,,,,621.21,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022003000006,20031101,,01,영업/정상,13,영업중,,,,,,,143915,서울특별시 광진구 화양동 111-102번지 4층 ,서울특별시 광진구 광나루로 382 (화양동,4층),,FA sports,2013-06-21 14:54:48,I,2018-08-31 23:59:59.0,,206299.113452403    ,449469.927209058    ,체육도장업,사립,,,,166,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022003000007,20031203,,03,폐업,03,폐업,20110707,,,,3436-1198,,143891,서울특별시 광진구 중곡동 140-1번지 2층 ,서울특별시 광진구 천호대로111길 10  (중곡동,2층),,용맹2체육관 (태권도),2011-07-11 18:14:11,I,2018-08-31 23:59:59.0,,207200.919412958    ,450499.981595364    ,체육도장업,사립,,,,139,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000002,20040520,,03,폐업,03,폐업,20150902,,,,,,143839,서울특별시 광진구 군자동 102-13번지 ,서울특별시 광진구 군자로 101, 2층 (군자동),05001,성화검도관,2015-09-02 14:21:26,I,2018-08-31 23:59:59.0,,206226.550478409    ,450006.217157607    ,체육도장업,사립,,,,29895,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000004,20040615,,03,폐업,03,폐업,20051006,,,,,,143876,서울특별시 광진구 자양동 695번지 한양상가 2층 205호 ,서울특별시 광진구 구의강변로 11  (자양동,한양상가 2층 205호),,호랑이체육관(태권도),2005-10-06 17:01:13,I,2018-08-31 23:59:59.0,,207973.806781794    ,447692.555249939    ,체육도장업,사립,0,1,,2358.27,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000005,20040819,,01,영업/정상,13,영업중,,,,,02)455-8557,,,서울특별시 광진구 구의동 219-17번지 2층 ,서울특별시 광진구 아차산로 443, 2층 (구의동, 금강테크노오피스텔),05046,복싱멘토스쿨,2020-02-04 11:20:52,U,2020-02-06 02:40:00.0,권투,208033.664807198    ,448526.818515125    ,체육도장업,사립,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000006,20040903,,01,영업/정상,13,영업중,,,,,02-3436-5503,,,서울특별시 광진구 중곡동 289-7번지 4층 ,서울특별시 광진구 용마산로 178, 4층 (중곡동),04938,용인대스카이태권도,2017-03-07 15:27:44,I,2018-08-31 23:59:59.0,태권도,207563.36215479     ,451925.04287602     ,체육도장업,사립,,,,1003.2,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000007,20040913,,01,영업/정상,13,영업중,,,,,02-467-6980,,,서울특별시 광진구 화양동 111-72번지 3층 ,서울특별시 광진구 광나루로 404, 3층 (화양동),05021,숭민 권투 체육관,2017-03-07 15:28:43,I,2018-08-31 23:59:59.0,권투,206508.851523954    ,449413.728670008    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000008,20041002,,03,폐업,03,폐업,20100325,,,,02-466-5155,,143915,서울특별시 광진구 화양동 111-130번지 2층 ,서울특별시 광진구 능동로 179-1  (화양동,2층),,코리아탑팀레슬짐(레슬링),2010-03-25 17:28:48,I,2018-08-31 23:59:59.0,,206419.903422956    ,449395.912226317    ,체육도장업,사립,0,1,,748.44,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000009,20041027,,01,영업/정상,13,영업중,,,,,02-446-3445,,,서울특별시 광진구 자양동 663-27번지 지하1층 ,서울특별시 광진구 자양로5길 51 (자양동),05102,성자 검도관,2017-03-07 15:30:52,I,2018-08-31 23:59:59.0,검도,207283.932612244    ,447614.029137741    ,체육도장업,사립,,,,567.42,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022004000010,20041209,,01,영업/정상,13,영업중,,,,,02-465-7989,,,서울특별시 광진구 중곡동 192-54번지 2층 ,서울특별시 광진구 동일로72길 53, 2층 (중곡동),04907,경희대석사 늘푸른태권도,2019-11-28 15:16:49,U,2019-11-30 02:40:00.0,,207051.523404924    ,451446.21163351     ,체육도장업,사립,,,1,515.85,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022005000001,20050103,,03,폐업,03,폐업,20070403,,,,02-453-2369,,143812,서울특별시 광진구 광장동 413-18번지 ,서울특별시 광진구 아차산로69길 6  (광장동),,양진태권사관도장,2007-04-03 11:22:04,I,2018-08-31 23:59:59.0,,208629.09101458     ,448905.002480827    ,체육도장업,사립,0,1,,316.58,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022005000002,20050110,,03,폐업,03,폐업,20170324,,,,,,143903,서울특별시 광진구 중곡동 230-11번지 3층 ,서울특별시 광진구 면목로 120  (중곡동,3층),,타이거태권도장,2017-03-24 16:18:06,I,2018-08-31 23:59:59.0,,207045.096874437    ,451318.218448673    ,체육도장업,사립,0,1,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022005000003,20050222,,01,영업/정상,13,영업중,,,,,02-453-0144,,143874,서울특별시 광진구 자양동 680-4번지 3층 302호,서울특별시 광진구 자양로 88,  302호 (자양동,3층),,굿초이스 스포츠쎈타(권투),2005-11-28 17:26:11,I,2018-08-31 23:59:59.0,,207380.881842195    ,448153.591228926    ,체육도장업,사립,0,1,,4140.78,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022005000004,20051018,,04,취소/말소/만료/정지/중지,35,직권말소,20130731,,,,02-455-1179,,143818,서울특별시 광진구 구의동 58-16번지 백송빌딩 102호,서울특별시 광진구 천호대로137길 10, 102호 (구의동,백송빌딩),,현풍 FITNESS CLUB(권투),2013-08-05 11:20:24,I,2018-08-31 23:59:59.0,,208163.482249441    ,449683.815449457    ,체육도장업,사립,,,,2988.57,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022006000002,20060615,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 광장동 114번지 ,서울특별시 광진구 아차산로78길 44 (광장동),04969,호랑이태권도,2017-03-07 15:40:39,I,2018-08-31 23:59:59.0,태권도,209637.078215509    ,449832.485937903    ,체육도장업,사립,,,,800.89,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022006000004,20060927,,03,폐업,03,폐업,20100225,,,,02-456-1556,,143873,서울특별시 광진구 자양동 670번지 자양현대3차(아) 제종합상가동 401호,,,해동검도,2010-02-25 17:19:57,I,2018-08-31 23:59:59.0,,207306.382464524    ,447374.008518853    ,체육도장업,사립,0,1,,1133.89,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022007000001,20070125,,03,폐업,03,폐업,20180406,,,,02)454-5459,,,서울특별시 광진구 자양동 580-1번지 ,서울특별시 광진구 뚝섬로41길 8 (자양동),05068,스타다이어트복싱클럽,2018-04-09 09:11:40,I,2018-08-31 23:59:59.0,권투,206568.980449525    ,447968.031629643    ,체육도장업,사립,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022007000002,20070222,,01,영업/정상,13,영업중,,,,,02-444-7707,,,서울특별시 광진구 자양동 783-1번지 자양우성7차아파트 상가동 2층 201호,서울특별시 광진구 아차산로36길 35, 자양우성7차아파트 상가동 상가동 2층 201호 (자양동),05066,국기품성 라이온 태권도,2018-07-11 18:20:01,I,2018-08-31 23:59:59.0,태권도,206523.420380767    ,448235.983400054    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022007000003,20070910,,03,폐업,03,폐업,20080229,,,,02)465-6579,,143806,서울특별시 광진구 광장동 257-12번지 ,서울특별시 광진구 천호대로143길 27  (광장동),,고구려유도체육관,2008-02-29 11:22:03,I,2018-08-31 23:59:59.0,,209074.663267705    ,449404.793172222    ,체육도장업,사립,0,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022007000004,2007-10-15,,03,폐업,03,폐업,2023-04-26,,,,02)498-9903,,,서울특별시 광진구 중곡동 191-79,서울특별시 광진구 긴고랑로7길 65 (중곡동, 아이조아어린이집),04907,용호중국무술(우슈)체육관,2023-04-26 13:24:21,U,2022-12-03 22:08:00.0,우슈,207040.514604653,451550.830682034,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022008000001,20080204,,01,영업/정상,13,영업중,,,,,02)447-4867,,143861,서울특별시 광진구 자양동 516-3번지 우성3차상가 지하1층 ,서울특별시 광진구 뚝섬로37길 지하 11, 1층 (자양동),143861,호랑이,2013-06-27 12:59:54,I,2018-08-31 23:59:59.0,,206265.844310085    ,448087.393600126    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022008000003,20080402,,01,영업/정상,13,영업중,,,,,02)468-4684,,,서울특별시 광진구 중곡동 193-49번지 2층 ,서울특별시 광진구 면목로 136, 2층 (중곡동, 창원빌딩),04908,한양대 올림픽 태권도,2017-03-07 15:53:01,I,2018-08-31 23:59:59.0,태권도,207102.532982915    ,451463.082421668    ,체육도장업,사립,,1,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022008000004,20080627,,01,영업/정상,13,영업중,,,,,02)452-5506,,,서울특별시 광진구 중곡동 141-12번지 ,서울특별시 광진구 천호대로111길 41 (중곡동, 예일유치원),04928,상무태권도,2017-03-07 15:55:39,I,2018-08-31 23:59:59.0,,207244.217989034    ,450671.323179212    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022009000001,20090217,,03,폐업,03,폐업,20140827,,,,469-0631,,143900,서울특별시 광진구 중곡동 167-3번지 지층 ,서울특별시 광진구 능동로 413 (중곡동,지층),,B.J복싱(무단폐업),2014-08-27 09:25:13,I,2018-08-31 23:59:59.0,,207359.560183146    ,451522.314560436    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022009000002,20091221,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 81-3번지 ,서울특별시 광진구 자양로50길 84, 1층 (구의동),04957,키즈트레이닝(태권도),2016-04-28 15:04:39,I,2018-08-31 23:59:59.0,,208500.259114179    ,450088.709525715    ,체육도장업,사립,,1,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022010000001,20100127,,01,영업/정상,13,영업중,,,,,02-433-6735,,,서울특별시 광진구 광장동 258-36 2층 ,서울특별시 광진구 광장로 45, 2층 (광장동),04966,하랑태권도장,2021-09-30 20:39:03,U,2021-10-02 02:40:00.0,태권도,208972.161390491    ,449421.750884011    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022010000002,20100208,,01,영업/정상,13,영업중,,,,,02-456-3733,,,서울특별시 광진구 구의동 201-5번지 나이스빌딩 지하1층 ,서울특별시 광진구 광나루로 600, 지하1층 (구의동, 동주빌딩),05034,Leader Gym,2017-03-07 16:02:25,I,2018-08-31 23:59:59.0,,208286.398571863    ,448857.540258259    ,체육도장업,사립,,1,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022010000003,20100208,,01,영업/정상,13,영업중,,,,,02-466-8212,,143912,서울특별시 광진구 중곡동 639-5번지 지하1층 ,서울특별시 광진구 천호대로 533  (중곡동,지하1층),,동부은성 복싱체육관,2010-02-08 15:37:20,I,2018-08-31 23:59:59.0,,206808.510620029    ,450657.19698338     ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022010000004,20100330,,03,폐업,03,폐업,20111230,,,,02-466-5155,,143915,서울특별시 광진구 화양동 111-130번지 2층 ,서울특별시 광진구 능동로 179-1  (화양동,2층),,코리안탑팀,2012-01-13 17:34:42,I,2018-08-31 23:59:59.0,,206419.903422956    ,449395.912226317    ,체육도장업,사립,,1,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022011000001,20110415,,03,폐업,03,폐업,20150716,,,,2205-2228,,143130,서울특별시 광진구 화양동 50-1번지 ,서울특별시 광진구 아차산로 187 (화양동),143917,화양 검도관,2015-07-16 11:18:27,I,2018-08-31 23:59:59.0,,205643.927019557    ,448897.764381054    ,체육도장업,사립,,1,,4018.89,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022011000002,20110524,,03,폐업,03,폐업,20190430,,,,,,143917,서울특별시 광진구 화양동 42-1번지 2층 ,서울특별시 광진구 동일로 132, 2층 (화양동),05020,독수리 태권도,2019-04-26 18:15:16,U,2019-05-13 02:40:00.0,,205703.746604377    ,449082.094137517    ,체육도장업,사립,,1,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022011000003,20110622,,01,영업/정상,13,영업중,,,,,457-4106,,,서울특별시 광진구 자양동 662-13번지 302호 ,서울특별시 광진구 뚝섬로 670 (자양동),05102,자양태권도,2017-03-07 16:03:34,I,2018-08-31 23:59:59.0,태권도,207349.510653919    ,447708.939689927    ,체육도장업,사립,,1,,1199.6,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022011000004,20110708,,01,영업/정상,13,영업중,,,,,02-3436-5050,,,서울특별시 광진구 중곡동 140-1번지 ,서울특별시 광진구 천호대로111길 10 (중곡동),04930,고려대 아이캔 태권도 위드짐,2017-03-07 16:04:40,I,2018-08-31 23:59:59.0,태권도,207200.919412958    ,450499.981595364    ,체육도장업,사립,,1,,822.25,100,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022011000005,20111207,,01,영업/정상,13,영업중,,,,,024525155,,,서울특별시 광진구 자양동 680-2번지 3층 ,서울특별시 광진구 자양로 92, 3층 (자양동),05051,K-퍼스널,2017-03-07 16:05:35,I,2018-08-31 23:59:59.0,권투,207369.576935296    ,448199.234475482    ,체육도장업,사립,,1,,622.15,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022011000006,20111223,,03,폐업,03,폐업,20150526,,,,,,143826,서울특별시 광진구 구의동 251-31번지 2층 ,서울특별시 광진구 자양로 144, 2층 (구의동),143826,코리안 복싱클럽(구의점),2015-05-26 16:03:16,I,2018-08-31 23:59:59.0,,207322.179178364    ,448689.990037586    ,체육도장업,사립,,1,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022011000007,20111226,,01,영업/정상,13,영업중,,,,,,,143842,서울특별시 광진구 자양동 851-1번지 ,서울특별시 광진구 뚝섬로27길 54 (자양동),05075,김용강 복싱 다이어트 ZYM,2012-09-04 13:00:26,I,2018-08-31 23:59:59.0,,205817.695117189    ,448424.896961119    ,체육도장업,사립,,1,,977.44,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022012000001,20120103,,03,폐업,03,폐업,20221227,,,,024461050,,143823,서울특별시 광진구 구의동 222-53,서울특별시 광진구 광나루로40길 93 (구의동),05041,경희대 태권도(무단폐업),2022-12-27 15:53:41,U,2021-11-01 22:09:00.0,,207771.403966253,448702.674022576,,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022012000003,20120820,,01,영업/정상,13,영업중,,,,,456-5545,,,서울특별시 광진구 중곡동 41-15번지 5층 ,서울특별시 광진구 능동로 358 (중곡동),04921,군자한양유도체육관,2017-03-07 16:06:38,I,2018-08-31 23:59:59.0,유도,207173.651864417    ,450993.600445969    ,체육도장업,사립,,,,873.13,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022013000001,20130916,,03,폐업,03,폐업,20201130,,,,02-453-1288,,143822,서울특별시 광진구 구의동 214-6 외 2필지 구의동강변리치타워 3층 303~4호,서울특별시 광진구 구의강변로 86, 3층 303,304호 (구의동, 구의동강변리치타워),05117,강변복싱다이어트클럽,2020-11-30 11:33:43,U,2020-12-02 02:40:00.0,,208232.225102078    ,448435.883265128    ,체육도장업,사립,,1,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000001,20140324,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 254-108번지 ,서울특별시 광진구 자양로 151 (구의동),05024,MARC 복싱 주짓수 종합격투기,2017-03-07 16:07:40,I,2018-08-31 23:59:59.0,권투,207306.133176476    ,448790.51931761     ,체육도장업,사립,,1,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000002,20140415,,01,영업/정상,13,영업중,,,,,02-455-1282,,143821,서울특별시 광진구 구의동 200-20번지 도훈빌딩 4층 ,서울특별시 광진구 아차산로 481, 4층 (구의동, 도훈빌딩),05034,구의비스트 복싱다이어트 체육관,2014-04-15 10:23:37,I,2018-08-31 23:59:59.0,,208324.939444793    ,448746.466638461    ,체육도장업,사립,,1,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000003,20140613,,01,영업/정상,13,영업중,,,,,02-3437-0669,,143896,서울특별시 광진구 중곡동 150-154 2층 ,서울특별시 광진구 긴고랑로29길 39, 2층 (중곡동),04936,경희대석사올림픽 한영태권도장,2021-08-02 17:09:28,U,2021-08-04 02:40:00.0,,207562.203309835    ,451046.905944857    ,체육도장업,사립,,1,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000004,2014-07-15,,03,폐업,03,폐업,2023-09-20,,,,453-9990,,143-885,서울특별시 광진구 중곡동 40-2,서울특별시 광진구 능동로 374 (중곡동),04937,광진 태권도,2023-09-20 17:41:17,U,2022-12-08 22:02:00.0,,207240.832113436,451144.024799901,,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000005,20140717,,01,영업/정상,13,영업중,,,,,02-456-4811,,143201,서울특별시 광진구 구의동 3047번지 ,서울특별시 광진구 광나루로 566, 2층 (구의동),05033,호랑이 체육관,2014-07-17 09:04:50,I,2018-08-31 23:59:59.0,,208072.486459225    ,449077.581030635    ,체육도장업,사립,,,,380.8,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000006,20140725,,03,폐업,03,폐업,20150507,,,,02-458-7330,,143830,서울특별시 광진구 구의동 558-10번지 ,서울특별시 광진구 영화사로 65 (구의동),143830,경희대 경일 체육관,2015-05-06 17:48:06,I,2018-08-31 23:59:59.0,,208196.959709576    ,450301.230124152    ,체육도장업,사립,,,,662.37,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000007,20140911,,01,영업/정상,13,영업중,,,,,02-455-9888,,,서울특별시 광진구 자양동 516-3번지 자양우성3차아파트 제상가311동 지하107호 311동 B107호,서울특별시 광진구 뚝섬로35길 16-20, 311동 B107호 (자양동, 자양우성3차아파트),05070,동자 태권도 교육관,2017-03-07 16:09:50,I,2018-08-31 23:59:59.0,태권도,206265.844310085    ,448087.393600126    ,체육도장업,사립,,,,1127.31,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000008,20140925,,01,영업/정상,13,영업중,,,,,02-462-8285,,143840,서울특별시 광진구 군자동 ,서울특별시 광진구 광나루로 351 (군자동),05003,피스트짐,2014-10-31 16:30:06,I,2018-08-31 23:59:59.0,,206025.355190837    ,449576.340648161    ,체육도장업,사립,,,,1335.13,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000009,20141014,,01,영업/정상,13,영업중,,,,,455-7577,,143866,서울특별시 광진구 자양동 616번지 ,서울특별시 광진구 뚝섬로 627 (자양동),05063,팀 팻보이,2016-04-18 18:30:35,I,2018-08-31 23:59:59.0,,206889.270450123    ,447846.736033382    ,체육도장업,사립,,1,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022014000010,20141114,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 광장동 484 광장현대3단지아파트 ,서울특별시 광진구 아차산로70길 62, 3층 304,309호 (광장동, 광장현대3단지아파트),04974,가람 박사 체육관,2022-02-03 15:14:58,U,2022-02-05 02:40:00.0,,208644.819209521    ,448711.725750126    ,체육도장업,사립,,0,0,0,0,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022015000001,20150302,,01,영업/정상,13,영업중,,,,,02-6082-1661,,143821,서울특별시 광진구 구의동 ,서울특별시 광진구 광나루로54길 32, 3층 (구의동),05117,고려대 유신태권도장,2021-07-08 18:40:01,U,2021-07-10 02:40:00.0,,208338.308315146    ,448583.302852019    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022015000002,20150416,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 27-25번지 2층 ,서울특별시 광진구 영화사로 68, 2층 (구의동),04955,비 복싱짐,2020-03-05 09:51:17,U,2020-03-07 02:40:00.0,,208183.206334848    ,450267.328526708    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022015000003,20150521,,01,영업/정상,13,영업중,,,,,,,143890,서울특별시 광진구 중곡동 116-7번지 ,서울특별시 광진구 천호대로 633, 3층 (중곡동),04931,USA 복싱짐,2015-05-21 15:50:30,I,2018-08-31 23:59:59.0,,207697.32838273     ,450224.40821009     ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022015000004,20150623,,03,폐업,03,폐업,20170524,,,,444-7707,,143880,서울특별시 광진구 자양동 783-1번지 상가동 201호,서울특별시 광진구 아차산로36길 39, 상가동 2층 201호 (자양동),05067,용인대 라이온 태권도,2017-05-24 14:52:55,I,2018-08-31 23:59:59.0,태권도,206523.420380767    ,448235.983400054    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022015000005,20151026,,01,영업/정상,13,영업중,,,,,024681282,,,서울특별시 광진구 군자동 2-51번지 ,서울특별시 광진구 능동로 267, 2층 (군자동, 영진빌딩),04997,군자뮤직복싱다이어트,2018-01-19 10:11:02,I,2018-08-31 23:59:59.0,,206767.537910988    ,450185.830575808    ,체육도장업,사립,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022015000006,20151123,,03,폐업,03,폐업,20221117,,,,,,,서울특별시 광진구 자양동 680-68,서울특별시 광진구 자양로 86, 지하1층 (자양동),05051,노블뮤직복싱휘트니스,2022-11-17 15:03:18,U,2021-10-31 23:09:00.0,,207391.330183096,448120.785876892,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022016000001,20160317,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 52-65번지 3층 ,서울특별시 광진구 뚝섬로 476, 3층 (자양동, 광진자양새마을금고),05082,영동복싱다이어트,2017-06-20 15:02:47,I,2018-08-31 23:59:59.0,권투,205510.476832288    ,448246.598294724    ,체육도장업,사립,,,,1320,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022016000003,20161026,,01,영업/정상,13,영업중,,,,,02-452-8012,,,서울특별시 광진구 자양동 662-5번지 지층 ,서울특별시 광진구 자양로5길 36, 지층 (자양동),05102,용인대 자양복싱,2016-10-26 16:11:44,I,2018-08-31 23:59:59.0,권투,207332.900096276    ,447665.572094253    ,체육도장업,사립,,,,1001.04,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022017000001,2017-02-28,,01,영업/정상,13,영업중,,,,,02-446-6662,,,서울특별시 광진구 광장동 413-16 3층,서울특별시 광진구 아차산로69길 8, 3층 (광장동),04983,경희대 최강 MTA 태권도,2023-09-19 13:38:27,U,2022-12-08 22:01:00.0,태권도,208635.137917067,448930.212162725,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022017000002,20170317,,03,폐업,03,폐업,20171016,,,,,,,서울특별시 광진구 구의동 253-24번지 B1층 ,서울특별시 광진구 자양로 185-1, B1층 (구의동),05024,광진 유도스쿨,2017-10-16 16:19:32,I,2018-08-31 23:59:59.0,유도,207412.319688437    ,449113.566393315    ,체육도장업,사립,,1,,478.21,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022017000003,2017-05-23,,01,영업/정상,13,영업중,,,,,02-466-6212,,,서울특별시 광진구 화양동 34-75 2층,서울특별시 광진구 아차산로29길 75, 2층 (화양동),05016,맥코이 복싱클럽(건대점),2023-03-07 11:20:53,U,2022-12-03 00:09:00.0,권투,206081.427332081,449095.760272141,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022017000004,20170912,,01,영업/정상,13,영업중,,,,,02-444-1282,,,서울특별시 광진구 광장동 244-24번지 3층 ,서울특별시 광진구 아차산로 589, 3층 (광장동),04968,광장복싱다이어트,2018-01-19 10:16:00,I,2018-08-31 23:59:59.0,권투,209187.672641774    ,449309.364428804    ,체육도장업,사립,,1,,1009.78,,,,,,서울시광진구체육도장업인허가정보.csv
